Player ID,PlayerName,ELONOWR,RANK,GuessRate,erigs,Seven8,avg8,LivesTaken,LivesSaved,TotalSongs,WIN,LOSE,TIE,Samples,WINSTREAK,LOSESTREAK,TIESTREAK,ELO
160,Skychael,90.94,0.223,0.285,0.0,0.0,0.425,0.143,3.0,130.0,4,2,0,1,4,2,0,90.94
169,yashadox,82.79,0.178,0.174,0.0,0.0,0.467,0.071,0.0,149.0,2,4,0,1,2,4,0,82.79
178,Eryth,145.06,0.521,0.796,0.002,0.0,0.617,0.5,43.0,152.0,2,4,0,1,2,4,0,145.06
181,Yolowolf75,89.25,0.213,0.169,0.0,0.0,0.533,0.179,0.0,89.0,3,3,0,1,3,3,0,89.25
221,Neumann,86.21,0.197,0.276,0.0,2.0,0.372,0.089,2.0,144.5,9,2,0,2,9,2,0,86.21
228,Dry,105.11,0.301,0.337,0.002,0.833,0.575,0.268,8.667,124.5,20,15,0,6,20,15,0,105.11
238,Progenitor,93.59,0.237,0.282,0.001,0.25,0.487,0.152,2.75,114.25,10,12,1,4,10,12,1,93.59
241,yasashiikumo,95.98,0.25,0.312,0.001,0.714,0.478,0.173,4.0,132.714,23,16,2,7,23,16,2,95.98
248,eternity,110.68,0.332,0.318,0.002,2.0,0.657,0.357,7.0,110.0,4,1,0,1,4,1,0,110.68
253,Rhummy,69.71,0.106,0.073,0.0,0.0,0.333,0.036,2.0,123.0,0,6,0,1,0,6,0,69.71
259,Patoche49,78.47,0.154,0.125,0.001,2.0,0.401,0.107,1.0,123.5,4,6,1,2,4,6,1,78.47
268,civiltwlight,122.82,0.399,0.496,0.003,0.0,0.607,0.429,14.0,121.0,3,3,0,1,3,3,0,122.82
276,hmsuis,91.54,0.226,0.302,0.0,0.0,0.43,0.125,3.0,119.5,6,6,0,2,6,6,0,91.54
277,chemist,85.1,0.19,0.248,0.0,1.0,0.443,0.036,5.0,121.0,3,3,0,1,3,3,0,85.1
289,Provenance,96.09,0.251,0.244,0.001,0.75,0.557,0.205,3.0,121.75,8,14,1,4,8,14,1,96.09
291,ss_r_white_pony,82.08,0.174,0.161,0.0,0.0,0.47,0.071,2.0,149.0,2,4,0,1,2,4,0,82.08
301,channina,158.72,0.597,0.856,0.004,0.0,0.616,0.75,43.0,153.0,6,0,0,1,6,0,0,158.72
317,Hyonoka,90.22,0.219,0.2,0.001,4.0,0.543,0.143,3.0,150.0,3,2,1,1,3,2,1,90.22
327,Flato,90.32,0.219,0.257,0.0,1.0,0.454,0.143,1.667,129.0,10,7,1,3,10,7,1,90.32
330,_nadeshiko,91.83,0.228,0.241,0.001,1.0,0.446,0.214,2.0,137.0,3,3,0,1,3,3,0,91.83
335,xeyz,83.55,0.182,0.206,0.0,0.0,0.453,0.054,4.5,113.5,5,7,0,2,5,7,0,83.55
368,arpia97,74.85,0.134,0.15,0.0,2.0,0.34,0.036,1.0,140.0,2,4,0,1,2,4,0,74.85
369,florenz,89.42,0.214,0.314,0.0,2.0,0.375,0.107,0.0,153.0,6,0,0,1,6,0,0,89.42
388,Tsuni,75.2,0.136,0.079,0.0,0.0,0.429,0.071,0.0,89.0,3,3,0,1,3,3,0,75.2
403,AnnaYanami,89.61,0.215,0.228,0.001,0.25,0.473,0.152,2.5,124.0,12,10,1,4,12,10,1,89.61
410,FoopyPoopy,68.36,0.098,0.058,0.0,3.0,0.336,0.024,0.0,111.0,8,10,0,3,8,10,0,68.36
416,OkitaNobu,84.32,0.186,0.2,0.0,3.0,0.429,0.107,1.0,110.0,1,3,1,1,1,3,1,84.32
430,HaruUrara,95.23,0.246,0.321,0.001,1.0,0.457,0.161,4.5,125.5,4,7,0,2,4,7,0,95.23
