Player ID,PlayerName,ELONOWR,ELO,WR MODIFIER,STREAK MODIFIER,RANK,GuessRate,erigs,Seven8,avg8,LivesTaken,LivesSaved,TotalSongs,WIN,LOSE,TIE,Samples,WINSTREAK,LOSESTREAK,TIESTREAK,PALL,PRECENT,WR,STREAK,DELTAWR
228,Dry,105.11,112.308,0.068,0.0,0.301,0.337,0.002,0.833,0.575,0.268,8.667,124.5,20,15,0,6,20,15,0,35,35,0.571,0.571,0.0
38,Diukes,118.93,110.785,-0.068,0.0,0.377,0.501,0.002,0.0,0.626,0.304,20.0,125.5,14,19,2,6,14,19,2,35,35,0.429,0.429,0.0
248,eternity,110.68,110.68,0.0,0.0,0.332,0.318,0.002,2.0,0.657,0.357,7.0,110.0,4,1,0,1,4,1,0,5,5,0.8,0.8,0.0
21,PoolNoodle,108.56,108.56,0.0,0.0,0.32,0.421,0.001,0.0,0.528,0.268,6.5,132.5,6,5,0,2,6,5,0,11,11,0.545,0.545,0.0
44,Nicole,108.02,108.02,0.0,0.0,0.317,0.416,0.001,0.0,0.504,0.286,6.0,137.0,3,3,0,1,3,3,0,6,6,0.5,0.5,0.0
103,mrwolf2,107.69,107.69,0.0,0.0,0.315,0.408,0.001,0.5,0.526,0.268,10.0,137.0,7,5,0,2,7,5,0,12,12,0.583,0.583,0.0
106,cafezinho,104.27,104.27,0.0,0.0,0.296,0.375,0.001,0.5,0.538,0.223,7.25,126.25,16,7,1,4,16,7,1,24,24,0.688,0.688,0.0
82,ShiinaMahiru,104.18,104.18,0.0,0.0,0.296,0.339,0.002,0.0,0.53,0.286,6.0,121.0,3,3,0,1,3,3,0,6,6,0.5,0.5,0.0
241,yasashiikumo,95.98,104.173,0.085,0.0,0.25,0.312,0.001,0.714,0.478,0.173,4.0,132.714,23,16,2,7,23,16,2,41,41,0.585,0.585,0.0
76,comfv,101.85,101.85,0.0,0.0,0.283,0.381,0.001,0.0,0.546,0.143,10.0,105.0,4,2,0,1,4,2,0,6,6,0.667,0.667,0.0
143,mahzrunner,97.87,97.87,0.0,0.0,0.261,0.29,0.0,0.0,0.558,0.179,1.0,107.0,2,3,0,1,2,3,0,5,5,0.4,0.4,0.0
58,Lika,96.43,96.43,0.0,0.0,0.253,0.357,0.001,0.0,0.483,0.107,5.0,140.0,2,4,0,1,2,4,0,6,6,0.333,0.333,0.0
289,Provenance,96.09,96.09,0.0,0.0,0.251,0.244,0.001,0.75,0.557,0.205,3.0,121.75,8,14,1,4,8,14,1,23,23,0.37,0.37,0.0
84,Alkios,95.66,95.66,0.0,0.0,0.249,0.373,0.0,1.0,0.474,0.071,5.0,110.0,1,3,1,1,1,3,1,5,5,0.3,0.3,0.0
430,HaruUrara,95.23,95.23,0.0,0.0,0.246,0.321,0.001,1.0,0.457,0.161,4.5,125.5,4,7,0,2,4,7,0,11,11,0.364,0.364,0.0
59,neoburnz,94.22,94.22,0.0,0.0,0.241,0.371,0.0,2.0,0.475,0.036,8.0,140.0,2,4,0,1,2,4,0,6,6,0.333,0.333,0.0
79,JuliAless64,94.15,94.15,0.0,0.0,0.24,0.356,0.001,0.0,0.45,0.083,6.667,131.667,7,10,0,3,7,10,0,17,17,0.412,0.412,0.0
238,Progenitor,93.59,93.59,0.0,0.0,0.237,0.282,0.001,0.25,0.487,0.152,2.75,114.25,10,12,1,4,10,12,1,23,23,0.457,0.457,0.0
81,Pile,93.59,93.59,0.0,0.0,0.237,0.277,0.001,1.0,0.504,0.143,7.0,137.0,2,4,0,1,2,4,0,6,6,0.333,0.333,0.0
70,MahiruShiina,93.57,93.57,0.0,0.0,0.237,0.288,0.0,3.0,0.416,0.214,3.0,153.0,6,0,0,1,6,0,0,6,6,1.0,1.0,0.0
97,chaabdu92,92.52,92.52,0.0,0.0,0.231,0.309,0.0,1.0,0.426,0.143,3.0,152.0,5,1,0,1,5,1,0,6,6,0.833,0.833,0.0
330,_nadeshiko,91.83,91.83,0.0,0.0,0.228,0.241,0.001,1.0,0.446,0.214,2.0,137.0,3,3,0,1,3,3,0,6,6,0.5,0.5,0.0
276,hmsuis,91.54,91.54,0.0,0.0,0.226,0.302,0.0,0.0,0.43,0.125,3.0,119.5,6,6,0,2,6,6,0,12,12,0.5,0.5,0.0
134,Jakemonkey,91.37,91.37,0.0,0.0,0.225,0.303,0.0,2.0,0.407,0.143,1.0,152.0,2,4,0,1,2,4,0,6,6,0.333,0.333,0.0
160,Skychael,90.94,90.94,0.0,0.0,0.223,0.285,0.0,0.0,0.425,0.143,3.0,130.0,4,2,0,1,4,2,0,6,6,0.667,0.667,0.0
327,Flato,90.32,90.32,0.0,0.0,0.219,0.257,0.0,1.0,0.454,0.143,1.667,129.0,10,7,1,3,10,7,1,18,18,0.583,0.583,0.0
317,Hyonoka,90.22,90.22,0.0,0.0,0.219,0.2,0.001,4.0,0.543,0.143,3.0,150.0,3,2,1,1,3,2,1,6,6,0.583,0.583,0.0
403,AnnaYanami,89.61,89.61,0.0,0.0,0.215,0.228,0.001,0.25,0.473,0.152,2.5,124.0,12,10,1,4,12,10,1,23,23,0.543,0.543,0.0
91,Baikinman,89.51,89.51,0.0,0.0,0.215,0.24,0.0,1.0,0.425,0.179,1.5,138.0,7,5,0,2,7,5,0,12,12,0.583,0.583,0.0
369,florenz,89.42,89.42,0.0,0.0,0.214,0.314,0.0,2.0,0.375,0.107,0.0,153.0,6,0,0,1,6,0,0,6,6,1.0,1.0,0.0
181,Yolowolf75,89.25,89.25,0.0,0.0,0.213,0.169,0.0,0.0,0.533,0.179,0.0,89.0,3,3,0,1,3,3,0,6,6,0.5,0.5,0.0
72,ruuka,86.5,86.5,0.0,0.0,0.198,0.237,0.0,1.0,0.389,0.143,0.0,152.0,2,4,0,1,2,4,0,6,6,0.333,0.333,0.0
221,Neumann,86.21,86.21,0.0,0.0,0.197,0.276,0.0,2.0,0.372,0.089,2.0,144.5,9,2,0,2,9,2,0,11,11,0.818,0.818,0.0
277,chemist,85.1,85.1,0.0,0.0,0.19,0.248,0.0,1.0,0.443,0.036,5.0,121.0,3,3,0,1,3,3,0,6,6,0.5,0.5,0.0
119,Fumiii,84.7,84.7,0.0,0.0,0.188,0.206,0.001,0.0,0.465,0.071,2.0,107.5,8,3,0,2,8,3,0,11,11,0.727,0.727,0.0
416,OkitaNobu,84.32,84.32,0.0,0.0,0.186,0.2,0.0,3.0,0.429,0.107,1.0,110.0,1,3,1,1,1,3,1,5,5,0.3,0.3,0.0
335,xeyz,83.55,83.55,0.0,0.0,0.182,0.206,0.0,0.0,0.453,0.054,4.5,113.5,5,7,0,2,5,7,0,12,12,0.417,0.417,0.0
121,Janoxx,83.4,83.4,0.0,0.0,0.181,0.168,0.0,1.25,0.474,0.089,2.0,114.25,7,16,0,4,7,16,0,23,23,0.304,0.304,0.0
169,yashadox,82.79,82.79,0.0,0.0,0.178,0.174,0.0,0.0,0.467,0.071,0.0,149.0,2,4,0,1,2,4,0,6,6,0.333,0.333,0.0
291,ss_r_white_pony,82.08,82.08,0.0,0.0,0.174,0.161,0.0,0.0,0.47,0.071,2.0,149.0,2,4,0,1,2,4,0,6,6,0.333,0.333,0.0
115,Saiki,88.64,80.142,-0.096,0.0,0.21,0.219,0.0,1.833,0.49,0.125,3.667,122.667,14,21,0,6,14,21,0,35,35,0.4,0.4,0.0
259,Patoche49,78.47,78.47,0.0,0.0,0.154,0.125,0.001,2.0,0.401,0.107,1.0,123.5,4,6,1,2,4,6,1,11,11,0.409,0.409,0.0
388,Tsuni,75.2,75.2,0.0,0.0,0.136,0.079,0.0,0.0,0.429,0.071,0.0,89.0,3,3,0,1,3,3,0,6,6,0.5,0.5,0.0
368,arpia97,74.85,74.85,0.0,0.0,0.134,0.15,0.0,2.0,0.34,0.036,1.0,140.0,2,4,0,1,2,4,0,6,6,0.333,0.333,0.0
253,Rhummy,69.71,69.71,0.0,0.0,0.106,0.073,0.0,0.0,0.333,0.036,2.0,123.0,0,6,0,1,0,6,0,6,6,0.0,0.0,0.0
410,FoopyPoopy,68.36,68.36,0.0,0.0,0.098,0.058,0.0,3.0,0.336,0.024,0.0,111.0,8,10,0,3,8,10,0,18,18,0.444,0.444,0.0
