Player ID,PlayerName,ELONOWR,ELO,RANK,GuessRate,erigs,Seven8,avg8,LivesTaken,LivesSaved,TotalSongs,WIN,LOSE,TIE,Samples,WINSTREAK,LOSESTREAK,TIESTREAK,PALL,PRECENT,WR,STREAK,FINAL MODIFIER
91,Baikinman,89.22,89.22,0.297,0.308,0.002,0.0,0.582,8.0,8.5,140.0,7,5,0,2,7,5,0,12,12,0.0,0.0,0.0
82,ShiinaMahiru,87.44,87.44,0.291,0.377,0.0,0.0,0.49,8.0,7.0,159.0,2,3,1,1,2,3,1,6,6,0.0,0.0,0.0
70,MahiruShiina,86.99,86.99,0.29,0.284,0.002,0.333,0.584,8.333,7.0,144.0,4,14,0,3,4,14,0,18,18,0.0,0.0,0.0
77,neptune,86.86,86.86,0.29,0.35,0.001,0.0,0.514,5.0,14.0,163.0,2,3,1,1,2,3,1,6,6,0.0,0.0,0.0
430,HaruUrara,86.77,86.77,0.289,0.324,0.001,0.0,0.54,6.0,5.0,142.0,6,0,0,1,6,0,0,6,6,0.0,0.0,0.0
104,joey,86.68,86.68,0.289,0.29,0.001,0.333,0.576,7.667,6.333,145.0,6,11,1,3,6,11,1,18,18,0.0,0.0,0.0
119,Fumiii,85.39,85.39,0.285,0.312,0.001,0.5,0.538,7.5,7.25,138.5,14,9,1,4,14,9,1,24,24,0.0,0.0,0.0
103,mrwolf2,85.22,85.22,0.284,0.297,0.002,2.0,0.553,6.0,5.0,155.0,4,2,0,1,4,2,0,6,6,0.0,0.0,0.0
177,oh95,84.15,84.15,0.281,0.29,0.001,0.0,0.549,4.0,8.0,155.0,4,2,0,1,4,2,0,6,6,0.0,0.0,0.0
106,cafezinho,83.94,83.94,0.28,0.304,0.001,1.0,0.533,4.0,10.0,135.0,5,1,0,1,5,1,0,6,6,0.0,0.0,0.0
37,claydoll1091,83.65,83.65,0.279,0.307,0.002,1.0,0.526,9.0,8.0,163.0,3,3,0,1,3,3,0,6,6,0.0,0.0,0.0
274,Mami,83.59,83.59,0.279,0.254,0.001,1.0,0.583,5.0,10.0,142.0,1,5,0,1,1,5,0,6,6,0.0,0.0,0.0
291,ss_r_white_pony,83.37,83.37,0.278,0.237,0.001,0.0,0.598,7.0,5.0,135.0,3,3,0,1,3,3,0,6,6,0.0,0.0,0.0
66,bamboo,83.26,83.26,0.278,0.338,0.001,0.0,0.49,5.0,6.5,151.5,8,4,0,2,8,4,0,12,12,0.0,0.0,0.0
84,Alkios,82.91,82.91,0.276,0.3,0.001,0.0,0.526,10.0,7.0,180.0,4,2,0,1,4,2,0,6,6,0.0,0.0,0.0
143,mahzrunner,81.91,81.91,0.273,0.293,0.001,0.25,0.523,5.5,6.5,138.0,14,9,1,4,14,9,1,24,24,0.0,0.0,0.0
115,Saiki,81.72,81.72,0.272,0.204,0.003,1.0,0.616,9.25,4.5,141.25,10,14,0,4,10,14,0,24,24,0.0,0.0,0.0
394,Komari,80.48,80.48,0.268,0.303,0.001,1.0,0.498,6.0,6.0,142.0,5,0,1,1,5,0,1,6,6,0.0,0.0,0.0
311,beautiful,79.97,79.97,0.267,0.226,0.001,0.0,0.576,7.0,3.0,133.0,0,6,0,1,0,6,0,6,6,0.0,0.0,0.0
134,Jakemonkey,79.57,79.57,0.265,0.195,0.001,0.0,0.604,5.0,7.0,133.0,0,6,0,1,0,6,0,6,6,0.0,0.0,0.0
149,Zozo,78.9,78.9,0.263,0.294,0.001,0.0,0.491,5.0,7.0,163.0,2,3,1,1,2,3,1,6,6,0.0,0.0,0.0
98,Comete,78.22,78.22,0.261,0.244,0.0,0.0,0.539,6.0,3.0,164.0,1,5,0,1,1,5,0,6,6,0.0,0.0,0.0
289,Provenance,78.04,78.04,0.26,0.266,0.001,0.25,0.513,4.25,5.5,140.0,9,14,1,4,9,14,1,24,24,0.0,0.0,0.0
87,Beokros,77.74,77.74,0.259,0.231,0.001,0.0,0.548,4.0,5.0,156.0,1,3,2,1,1,3,2,6,6,0.0,0.0,0.0
505,MaikaSasaki,77.54,77.54,0.258,0.207,0.001,0.0,0.571,5.0,6.0,145.0,4,2,0,1,4,2,0,6,6,0.0,0.0,0.0
230,BigSmo,77.38,77.38,0.258,0.244,0.002,0.0,0.528,8.0,3.0,135.0,5,1,0,1,5,1,0,6,6,0.0,0.0,0.0
379,CipherKai,77.37,77.37,0.258,0.274,0.0,0.0,0.498,4.0,6.0,135.0,5,1,0,1,5,1,0,6,6,0.0,0.0,0.0
336,fiftypercentweeb,77.04,77.04,0.257,0.24,0.0,0.0,0.532,3.0,4.0,121.0,3,3,0,1,3,3,0,6,6,0.0,0.0,0.0
286,Lakumix,75.54,75.54,0.252,0.248,0.001,0.0,0.506,7.0,1.0,133.0,2,4,0,1,2,4,0,6,6,0.0,0.0,0.0
318,Nephirea,72.66,72.66,0.242,0.276,0.0,0.0,0.448,4.0,2.0,163.0,3,3,0,1,3,3,0,6,6,0.0,0.0,0.0
353,Solosion,70.75,70.75,0.236,0.213,0.001,0.5,0.496,4.5,1.0,122.5,7,5,0,2,7,5,0,12,12,0.0,0.0,0.0
38,Diukes,70.01,70.01,0.233,0.195,0.001,0.0,0.507,4.0,1.0,149.0,2,4,0,1,2,4,0,6,6,0.0,0.0,0.0
147,thjalago,69.55,69.55,0.232,0.18,0.001,2.0,0.518,6.0,2.0,133.0,2,4,0,1,2,4,0,6,6,0.0,0.0,0.0
150,Bommie,69.29,69.29,0.231,0.2,0.0,0.0,0.495,4.0,3.0,140.0,3,9,0,2,3,9,0,12,12,0.0,0.0,0.0
398,kabao,67.31,67.31,0.224,0.211,0.001,1.0,0.462,6.0,7.0,180.0,4,2,0,1,4,2,0,6,6,0.0,0.0,0.0
292,FeyFey,66.55,66.55,0.222,0.173,0.001,1.333,0.495,3.667,1.667,140.667,7,11,0,3,7,11,0,18,18,0.0,0.0,0.0
217,ShelterRin,66.14,66.14,0.22,0.212,0.0,0.0,0.45,1.0,4.0,156.0,4,7,1,2,4,7,1,12,12,0.0,0.0,0.0
399,ElJuanchi,65.74,65.74,0.219,0.157,0.001,0.0,0.505,4.5,2.0,140.0,7,5,0,2,7,5,0,12,12,0.0,0.0,0.0
357,chommy,64.65,64.65,0.216,0.174,0.001,1.0,0.475,4.25,2.5,152.75,13,9,2,4,13,9,2,24,24,0.0,0.0,0.0
453,RyoutaVN,64.53,64.53,0.215,0.186,0.0,0.5,0.461,2.5,3.5,148.5,5,7,0,2,5,7,0,12,12,0.0,0.0,0.0
121,Janoxx,63.89,63.89,0.213,0.119,0.001,1.0,0.527,2.0,2.0,135.0,3,3,0,1,3,3,0,6,6,0.0,0.0,0.0
410,FoopyPoopy,63.58,63.58,0.212,0.056,0.0,2.0,0.592,1.0,1.0,126.0,2,4,0,1,2,4,0,6,6,0.0,0.0,0.0
441,Dav1d,60.9,60.9,0.203,0.147,0.0,1.0,0.466,1.0,2.0,156.0,1,3,2,1,1,3,2,6,6,0.0,0.0,0.0
335,xeyz,59.16,59.16,0.197,0.176,0.0,4.0,0.417,3.0,1.0,142.0,5,0,1,1,5,0,1,6,6,0.0,0.0,0.0
391,rinshantsumo,55.07,55.07,0.184,0.06,0.0,2.0,0.5,1.0,0.0,133.0,0,6,0,1,0,6,0,6,6,0.0,0.0,0.0
171,JustAWeirdo,54.22,51.72,0.181,0.11,0.0,0.833,0.437,2.0,1.0,134.333,15,21,0,6,15,21,0,36,36,-0.083,-0.083,-0.167
431,Luna,50.16,50.16,0.167,0.154,0.0,1.333,0.348,2.0,1.333,149.667,10,6,2,3,10,6,2,18,18,0.0,0.0,0.0
