Player ID,PlayerName,ELONOWR,ELO,WR MODIFIER,STREAK MODIFIER,RANK,GuessRate,erigs,Seven8,avg8,LivesTaken,LivesSaved,WIN,LOSE,TIE,RigsHit,OfflistHit,Rigs,RigsMissed,SoloRigs,MissedSolos,LivesLostOnRigs,OfflistErigs,rigs8,TotalSongs,Samples,WINSTREAK,LOSESTREAK,TIESTREAK,PALL,PRECENT,WR,STREAK,DELTAWR
97,chaabdu92,99.94,99.94,0.0,0.0,0.292,0.367,0.0,0.0,0.586,0.167,2.0,2,2,0,18.0,11.0,22.0,4.0,1.0,0.0,1.0,1.0,3.909,79.0,1,2,2,0,4,4,0.5,0.5,0.0
85,Animerod,99.55,99.55,0.0,0.0,0.29,0.385,0.0,1.0,0.551,0.167,8.5,6,4,1,26.0,22.5,32.5,6.5,5.5,1.5,2.5,0.0,3.16,126.0,2,6,4,1,11,11,0.591,0.591,0.0
317,Hyo,99.38,99.38,0.0,0.0,0.29,0.287,0.0,0.0,0.606,0.267,5.0,3,2,0,10.0,19.0,20.0,10.0,7.0,2.0,1.0,0.0,2.9,101.0,1,3,2,0,5,5,0.6,0.6,0.0
260,AnotherWish,99.15,99.15,0.0,0.0,0.289,0.357,0.001,0.0,0.534,0.222,7.0,11,5,0,38.333,7.0,44.333,6.0,4.667,0.667,0.0,0.333,4.017,126.0,3,11,5,0,16,16,0.688,0.688,0.0
181,Yolowolf75,99.15,99.15,0.0,0.0,0.289,0.389,0.001,0.0,0.537,0.167,5.0,2,3,0,31.0,11.0,42.0,11.0,3.0,1.0,2.0,0.0,3.952,108.0,1,2,3,0,5,5,0.4,0.4,0.0
327,Flato,98.64,98.64,0.0,0.0,0.287,0.417,0.0,1.0,0.517,0.133,7.0,1,4,0,27.0,18.0,34.0,7.0,5.0,1.0,0.0,0.0,3.824,108.0,1,1,4,0,5,5,0.2,0.2,0.0
367,PotassiumF,97.61,97.61,0.0,0.0,0.283,0.317,0.002,1.0,0.56,0.233,4.0,3,3,0,24.0,14.0,27.0,3.0,2.0,0.0,2.0,0.0,3.259,120.0,1,3,3,0,6,6,0.5,0.5,0.0
343,inta,97.02,97.02,0.0,0.0,0.281,0.329,0.001,0.0,0.541,0.222,2.333,8,8,0,22.333,11.0,27.333,5.0,6.667,1.0,1.667,0.0,3.507,101.0,3,8,8,0,16,16,0.5,0.5,0.0
104,joey,95.68,95.68,0.0,0.0,0.276,0.28,0.002,0.0,0.652,0.167,4.0,3,2,0,15.0,8.0,20.0,5.0,7.0,0.0,3.0,0.0,2.55,82.0,1,3,2,0,5,5,0.6,0.6,0.0
160,Skychael,94.85,94.85,0.0,0.0,0.273,0.297,0.001,0.333,0.602,0.178,3.667,10,7,0,16.667,18.333,19.333,2.667,4.0,1.667,0.333,0.0,2.756,116.0,3,10,7,0,17,17,0.588,0.588,0.0
348,Heleos,94.25,94.25,0.0,0.0,0.271,0.352,0.0,1.0,0.514,0.167,11.0,1,4,0,37.0,13.0,43.0,6.0,4.0,3.0,1.0,0.0,3.814,142.0,1,1,4,0,5,5,0.2,0.2,0.0
115,Saiki,94.17,94.17,0.0,0.0,0.271,0.281,0.001,0.6,0.614,0.18,6.0,17,11,0,13.2,17.6,13.4,0.2,5.4,0.0,0.2,0.6,2.932,110.0,5,17,11,0,28,28,0.607,0.607,0.0
40,FUCK_AMQ,94.07,94.07,0.0,0.0,0.27,0.258,0.001,0.0,0.63,0.2,6.0,5,1,0,23.0,11.0,46.0,23.0,4.0,0.0,5.0,0.0,2.913,132.0,1,5,1,0,6,6,0.833,0.833,0.0
277,chemist,93.89,93.89,0.0,0.0,0.269,0.333,0.0,1.0,0.605,0.1,8.0,1,5,0,5.0,29.0,5.0,0.0,1.0,0.0,0.0,1.0,2.4,102.0,1,1,5,0,6,6,0.167,0.167,0.0
90,Keizan,93.26,93.26,0.0,0.0,0.267,0.233,0.001,0.0,0.689,0.167,9.0,4,2,0,16.0,12.0,17.0,1.0,9.0,0.0,0.0,0.0,2.824,120.0,1,4,2,0,6,6,0.667,0.667,0.0
134,Jakemonkey,93.0,93.0,0.0,0.0,0.266,0.373,0.001,0.0,0.526,0.1,5.0,3,2,0,14.0,24.0,16.0,2.0,4.0,1.0,0.0,0.0,3.812,102.0,1,3,2,0,5,5,0.6,0.6,0.0
325,Swapin,92.79,92.79,0.0,0.0,0.265,0.351,0.0,0.0,0.514,0.144,3.667,9,7,0,21.333,15.667,29.0,7.667,4.0,0.0,2.0,0.333,3.718,102.0,3,9,7,0,16,16,0.562,0.562,0.0
453,RyoutaVN,92.28,92.28,0.0,0.0,0.264,0.324,0.001,0.0,0.559,0.133,3.0,5,1,0,19.0,16.0,20.0,1.0,4.0,0.0,1.0,0.0,3.7,108.0,1,5,1,0,6,6,0.833,0.833,0.0
100,IrinaShidou,91.63,91.63,0.0,0.0,0.261,0.416,0.0,0.0,0.467,0.067,1.0,4,1,0,38.0,14.0,60.0,22.0,7.0,2.0,3.0,0.0,3.817,125.0,1,4,1,0,5,5,0.8,0.8,0.0
403,AnnaYanami,91.43,91.43,0.0,0.0,0.26,0.342,0.0,0.0,0.55,0.1,5.0,4,1,0,20.0,20.0,21.0,1.0,3.0,1.0,0.0,0.0,3.619,117.0,1,4,1,0,5,5,0.8,0.8,0.0
357,chommy,90.95,90.95,0.0,0.0,0.259,0.246,0.0,2.0,0.597,0.2,3.0,1,4,0,18.0,10.0,18.0,0.0,8.0,0.0,0.0,0.0,3.333,114.0,1,1,4,0,5,5,0.2,0.2,0.0
335,xeyz,90.74,90.74,0.0,0.0,0.258,0.338,0.0,0.0,0.519,0.125,3.75,12,9,0,32.75,1.5,56.5,23.75,5.25,2.5,5.75,0.0,3.389,99.25,4,12,9,0,21,21,0.571,0.571,0.0
334,2skr,89.4,89.4,0.0,0.0,0.253,0.245,0.0,1.333,0.571,0.2,3.0,12,4,0,20.0,7.333,21.333,1.333,8.0,0.333,0.667,0.0,3.339,111.667,3,12,4,0,16,16,0.75,0.75,0.0
478,jaimeywea,89.08,89.08,0.0,0.0,0.252,0.368,0.0,1.0,0.534,0.033,8.0,1,4,0,24.0,18.0,29.0,5.0,4.0,0.0,1.0,0.0,3.759,114.0,1,1,4,0,5,5,0.2,0.2,0.0
150,Bommie,87.78,87.78,0.0,0.0,0.247,0.365,0.0,0.0,0.451,0.1,2.5,3,7,0,35.0,7.5,50.0,15.0,0.5,1.0,3.0,0.0,4.228,117.0,2,3,7,0,10,10,0.3,0.3,0.0
91,Baikinman,87.04,87.04,0.0,0.0,0.244,0.31,0.0,0.0,0.494,0.133,3.0,1,4,0,25.0,10.0,55.0,30.0,8.0,4.0,3.0,0.0,3.6,113.0,1,1,4,0,5,5,0.2,0.2,0.0
159,legrandort,86.16,86.16,0.0,0.0,0.241,0.373,0.0,0.0,0.477,0.033,8.0,1,4,0,31.0,16.0,32.0,1.0,7.0,0.0,1.0,0.0,4.438,126.0,1,1,4,0,5,5,0.2,0.2,0.0
155,Unborned,85.66,85.66,0.0,0.0,0.239,0.215,0.001,4.0,0.59,0.167,0.0,3,2,0,19.0,4.0,31.0,12.0,5.0,0.0,1.0,0.0,3.71,107.0,1,3,2,0,5,5,0.6,0.6,0.0
322,Catge,85.61,85.61,0.0,0.0,0.239,0.261,0.0,0.5,0.498,0.183,1.5,3,9,0,23.5,7.5,26.5,3.0,3.5,1.0,1.0,0.0,4.093,118.5,2,3,9,0,12,12,0.25,0.25,0.0
400,Vr0003,85.57,85.57,0.0,0.0,0.239,0.246,0.001,3.0,0.571,0.133,9.0,2,3,0,19.0,12.0,27.0,8.0,9.0,2.0,1.0,0.0,2.852,126.0,1,2,3,0,5,5,0.4,0.4,0.0
259,Patoche49,84.69,84.69,0.0,0.0,0.236,0.292,0.0,0.25,0.491,0.125,1.5,5,15,1,24.75,11.25,26.25,1.5,2.25,0.0,0.5,0.0,4.102,121.5,4,5,15,1,21,21,0.262,0.262,0.0
292,FeyFey,82.82,82.82,0.0,0.0,0.229,0.224,0.001,0.0,0.56,0.133,6.0,3,2,0,23.0,3.0,32.0,9.0,5.0,0.0,2.0,0.0,3.656,116.0,1,3,2,0,5,5,0.6,0.6,0.0
253,Rhummy,80.49,80.49,0.0,0.0,0.22,0.193,0.001,0.0,0.571,0.133,2.0,0,5,0,12.0,4.0,18.0,6.0,6.0,0.0,3.0,0.0,3.167,83.0,1,0,5,0,5,5,0.0,0.0,0.0
395,LordGrond,79.17,79.17,0.0,0.0,0.216,0.224,0.0,1.25,0.541,0.092,4.75,13,9,0,20.5,7.5,21.5,1.0,4.0,0.0,0.0,0.0,3.824,125.75,4,13,9,0,22,22,0.591,0.591,0.0
225,MythAndroid,78.39,78.39,0.0,0.0,0.213,0.213,0.001,1.0,0.503,0.133,5.0,2,4,0,22.0,1.0,40.0,18.0,5.0,2.0,4.0,0.0,3.5,108.0,1,2,4,0,6,6,0.333,0.333,0.0
164,IAmAsianNoob,77.92,77.92,0.0,0.0,0.211,0.294,0.0,0.0,0.432,0.067,4.0,2,3,0,21.0,16.0,27.0,6.0,2.0,1.0,0.0,0.0,4.333,126.0,1,2,3,0,5,5,0.4,0.4,0.0
464,Najeem,77.46,77.46,0.0,0.0,0.209,0.19,0.001,2.0,0.558,0.1,7.0,3,2,0,20.0,2.0,24.0,4.0,2.0,0.0,1.0,0.0,3.917,116.0,1,3,2,0,5,5,0.6,0.6,0.0
426,brandon_K,76.88,76.88,0.0,0.0,0.207,0.208,0.0,0.0,0.486,0.133,3.0,3,3,0,22.0,3.0,23.0,1.0,1.0,0.0,1.0,0.0,4.348,120.0,1,3,3,0,6,6,0.5,0.5,0.0
170,hubcioskubcio,76.26,76.26,0.0,0.0,0.205,0.154,0.001,1.0,0.563,0.133,3.0,2,4,0,14.0,2.0,17.0,3.0,2.0,0.0,0.0,0.0,3.765,104.0,1,2,4,0,6,6,0.333,0.333,0.0
410,FoopyPoopy,78.59,76.228,-0.03,0.0,0.213,0.222,0.0,1.5,0.499,0.128,2.5,15,17,1,21.0,5.667,23.833,2.833,3.333,0.5,0.333,0.0,4.034,118.667,6,15,17,1,33,33,0.47,0.47,0.0
490,zomg,75.69,75.69,0.0,0.0,0.203,0.183,0.001,0.5,0.539,0.1,2.0,5,6,0,19.5,5.0,26.5,7.0,5.5,2.0,0.0,0.0,3.312,132.0,2,5,6,0,11,11,0.455,0.455,0.0
382,Shiku,75.57,75.57,0.0,0.0,0.202,0.278,0.0,0.0,0.451,0.033,5.0,1,4,0,25.0,7.0,33.0,8.0,2.0,0.0,1.0,0.0,4.788,115.0,1,1,4,0,5,5,0.2,0.2,0.0
468,MisheruDesu,73.88,73.88,0.0,0.0,0.196,0.144,0.0,0.0,0.571,0.1,1.0,4,1,0,9.0,4.0,13.0,4.0,2.0,0.0,1.0,1.0,3.769,90.0,1,4,1,0,5,5,0.8,0.8,0.0
167,Hadarios,71.44,71.44,0.0,0.0,0.187,0.15,0.0,3.0,0.487,0.133,1.0,2,3,0,12.0,5.0,21.0,9.0,4.0,1.0,0.0,0.0,3.667,113.0,1,2,3,0,5,5,0.4,0.4,0.0
171,JustAWeirdo,71.03,71.03,0.0,0.0,0.186,0.231,0.0,0.0,0.44,0.044,1.0,5,10,0,22.0,4.0,24.667,2.667,4.0,0.667,0.667,0.333,4.517,115.667,3,5,10,0,15,15,0.333,0.333,0.0
494,chiabobo,63.69,63.69,0.0,0.0,0.159,0.079,0.0,1.0,0.571,0.033,1.0,1,5,0,10.0,1.0,35.0,25.0,3.0,2.0,5.0,0.0,3.029,139.0,1,1,5,0,6,6,0.167,0.167,0.0
462,hakohoka,61.85,61.85,0.0,0.0,0.152,0.109,0.0,0.0,0.459,0.067,1.0,1,5,0,12.0,2.0,12.0,0.0,2.0,0.0,0.0,0.0,4.917,129.0,1,1,5,0,6,6,0.167,0.167,0.0
472,Whales6978,56.56,56.56,0.0,0.0,0.133,0.148,0.0,0.0,0.339,0.033,0.0,1,4,0,11.0,5.0,24.0,13.0,0.0,0.0,3.0,0.0,4.292,108.0,1,1,4,0,5,5,0.2,0.2,0.0
