Player ID,PlayerName,ELONOWR,ELO,RANK,GuessRate,erigs,Seven8,avg8,LivesTaken,LivesSaved,WIN,LOSE,TIE,RigsHit,OfflistHit,Rigs,RigsMissed,SoloRigs,MissedSolos,LivesLostOnRigs,OfflistErigs,rigs8,TotalSongs,Samples,WINSTREAK,LOSESTREAK,TIESTREAK,PALL,PRECENT,WR,STREAK,FINAL MODIFIER
318,Nephirea,113.87,111.995,0.38,0.615,0.002,0.0,0.503,8.167,16.667,14,18,0,42.5,38.667,43.833,1.333,5.0,0.5,0.333,0.833,4.228,131.333,6,14,18,0,32,32,-0.062,-0.062,-0.125
58,Lika,111.58,111.58,0.372,0.516,0.006,0.0,0.582,17.0,13.0,3,3,0,37.0,43.0,41.0,4.0,14.0,3.0,1.0,2.0,2.585,155.0,1,3,3,0,6,6,0.0,0.0,0.0
394,Komari,111.2,111.2,0.371,0.579,0.002,0.333,0.514,9.667,12.667,21,21,4,41.333,32.667,47.111,5.778,3.778,0.778,1.111,1.0,4.213,126.333,9,21,21,4,46,46,0.0,0.0,0.0
83,Milar,110.05,110.05,0.367,0.495,0.002,0.0,0.593,13.0,9.0,4,1,0,16.0,36.0,18.0,2.0,4.0,2.0,0.0,2.0,3.278,105.0,1,4,1,0,5,5,0.0,0.0,0.0
149,Zozo,108.48,109.922,0.362,0.552,0.002,0.7,0.516,8.4,12.2,28,23,1,38.9,30.4,44.7,5.8,4.8,1.1,1.8,0.7,4.013,124.6,10,28,23,1,52,52,0.048,0.048,0.096
79,JuliAless64,109.84,109.84,0.366,0.582,0.002,0.5,0.498,12.5,8.0,8,2,0,61.0,20.5,70.5,9.5,6.5,0.5,2.0,0.0,4.156,139.5,2,8,2,0,10,10,0.0,0.0,0.0
100,IrinaShidou,109.84,109.84,0.366,0.578,0.001,0.2,0.503,6.2,13.0,15,11,0,53.8,19.2,74.8,21.0,7.0,3.6,5.0,0.0,3.697,126.6,5,15,11,0,26,26,0.0,0.0,0.0
51,Chata,109.61,109.61,0.365,0.55,0.005,0.0,0.527,13.0,4.0,5,0,0,35.0,26.0,40.0,5.0,10.0,1.0,1.0,3.0,4.075,111.0,1,5,0,0,5,5,0.0,0.0,0.0
66,bamboo,105.72,109.053,0.352,0.485,0.003,0.429,0.559,10.714,8.429,22,14,0,28.429,26.429,29.714,1.286,6.571,0.571,0.143,0.0,3.498,112.143,7,22,14,0,36,36,0.111,0.111,0.222
33,Tsui,106.96,108.665,0.357,0.544,0.002,0.25,0.509,8.25,13.375,24,19,1,27.0,49.625,33.375,6.375,5.625,2.0,1.625,0.875,3.724,140.625,8,24,19,1,44,44,0.057,0.057,0.114
430,HaruUrara,106.55,106.55,0.355,0.498,0.002,1.6,0.555,7.2,13.0,11,14,0,31.2,29.4,38.2,7.0,4.6,2.6,0.6,0.8,3.405,121.6,5,11,14,0,25,25,0.0,0.0,0.0
88,Emdiel,106.11,106.11,0.354,0.538,0.002,0.0,0.506,8.0,12.5,5,6,0,48.5,22.5,60.0,11.5,8.0,2.5,3.5,0.0,3.922,132.0,2,5,6,0,11,11,0.0,0.0,0.0
143,mahzrunner,103.34,105.84,0.344,0.516,0.002,0.286,0.502,8.714,7.857,21,15,0,39.286,28.286,45.714,6.429,5.714,1.571,0.714,0.571,3.848,129.857,7,21,15,0,36,36,0.083,0.083,0.167
268,civiltwlight,105.61,105.61,0.352,0.468,0.004,0.0,0.576,10.5,5.5,10,10,0,19.75,26.75,25.75,6.0,7.75,2.5,0.75,1.0,2.75,100.0,4,10,10,0,20,20,0.0,0.0,0.0
70,MahiruShiina,105.1,105.1,0.35,0.47,0.002,3.0,0.569,8.0,12.0,3,2,0,49.0,14.0,62.0,13.0,3.0,2.0,1.0,1.0,4.016,134.0,1,3,2,0,5,5,0.0,0.0,0.0
358,mangoss,102.47,104.677,0.342,0.515,0.001,0.7,0.495,6.3,9.6,39,29,4,45.5,24.9,54.3,8.8,4.8,1.1,2.3,0.5,4.112,135.9,10,30,21,4,72,55,0.069,0.082,0.151
217,ShelterRin,104.32,104.32,0.348,0.523,0.001,0.5,0.506,8.0,6.0,7,3,0,28.0,32.0,34.0,6.0,1.5,2.5,1.0,0.5,3.692,117.0,2,7,3,0,10,10,0.0,0.0,0.0
150,Bommie,105.47,103.866,0.352,0.555,0.001,0.2,0.483,6.7,10.8,53,61,4,56.7,20.5,61.6,4.9,3.3,1.1,1.2,0.2,4.342,138.1,10,21,31,2,118,54,-0.034,-0.093,-0.126
202,mekoKicco,103.82,103.82,0.346,0.534,0.002,1.0,0.488,5.0,10.0,4,1,0,31.0,32.0,38.0,7.0,1.0,0.0,2.0,2.0,3.921,118.0,1,4,1,0,5,5,0.0,0.0,0.0
8,Hejsan,102.23,102.23,0.341,0.476,0.001,1.0,0.534,8.0,8.0,6,4,0,38.0,22.0,52.0,14.0,5.5,3.0,3.0,0.0,3.585,126.5,2,6,4,0,10,10,0.0,0.0,0.0
366,AitsukiNakuru,104.06,101.854,0.347,0.52,0.002,0.333,0.506,8.667,11.333,14,19,1,47.333,21.333,60.167,12.833,3.5,1.833,3.833,1.0,3.957,132.0,6,14,19,1,34,34,-0.074,-0.074,-0.147
72,ruuka,100.55,100.55,0.335,0.48,0.001,0.667,0.513,8.0,10.667,7,9,0,40.0,21.333,62.667,22.667,5.667,4.667,4.0,0.333,3.678,128.0,3,7,9,0,16,16,0.0,0.0,0.0
291,ss_r_white_pony,100.35,100.35,0.335,0.483,0.003,0.2,0.507,7.0,6.8,17,8,0,28.2,23.4,29.6,1.4,5.0,0.4,0.4,0.8,3.954,107.2,5,17,8,0,25,25,0.0,0.0,0.0
144,liljakatsuragi,100.11,100.11,0.334,0.512,0.002,0.2,0.474,6.8,8.0,13,14,0,43.4,24.8,51.4,8.0,5.6,0.2,1.2,0.0,4.436,131.6,5,13,14,0,27,27,0.0,0.0,0.0
191,redeyes,99.13,99.13,0.33,0.47,0.0,0.0,0.511,10.0,5.0,4,1,0,43.0,4.0,54.0,11.0,4.0,3.0,1.0,0.0,3.981,100.0,1,4,1,0,5,5,0.0,0.0,0.0
274,Mami,99.06,99.06,0.33,0.487,0.004,1.0,0.488,10.0,4.0,3,2,0,19.0,36.0,24.0,5.0,7.0,2.0,1.0,1.0,3.542,113.0,1,3,2,0,5,5,0.0,0.0,0.0
432,Deja_,97.06,96.619,0.324,0.457,0.001,1.0,0.502,6.667,10.333,15,16,3,46.833,17.833,52.333,5.5,5.0,0.667,1.5,0.333,4.123,141.5,6,15,16,3,34,34,-0.015,-0.015,-0.029
1,atsui,96.24,96.24,0.321,0.509,0.002,0.5,0.437,6.5,9.0,6,5,0,30.0,43.5,36.0,6.0,7.0,3.0,0.5,0.5,3.993,145.0,2,6,5,0,11,11,0.0,0.0,0.0
67,DKing20,95.82,95.82,0.319,0.471,0.001,0.5,0.475,4.0,5.5,7,3,0,28.0,18.5,28.5,0.5,3.0,0.0,0.0,0.0,4.701,98.0,2,7,3,0,10,10,0.0,0.0,0.0
134,Jakemonkey,95.54,95.54,0.318,0.433,0.001,0.0,0.512,11.0,3.0,3,2,0,29.0,29.0,33.0,4.0,2.0,1.0,0.0,0.0,3.97,134.0,1,3,2,0,5,5,0.0,0.0,0.0
326,pomo,94.0,95.216,0.313,0.42,0.002,1.286,0.509,7.286,7.571,20,17,0,36.857,14.143,51.571,14.714,4.429,2.571,2.714,0.429,3.685,120.714,7,20,17,0,37,37,0.041,0.041,0.081
238,Progenitor,95.2,95.2,0.317,0.451,0.002,0.0,0.489,9.25,4.5,12,8,1,31.5,19.0,37.5,6.0,5.25,1.5,0.5,0.25,3.98,110.75,4,12,8,1,21,21,0.0,0.0,0.0
106,cafezinho,94.84,94.84,0.316,0.43,0.001,1.0,0.508,9.0,5.0,4,1,0,25.0,18.0,38.0,13.0,4.0,2.0,1.0,2.0,3.579,100.0,1,4,1,0,5,5,0.0,0.0,0.0
285,miiarad,94.41,94.41,0.315,0.479,0.001,0.0,0.452,4.75,7.5,10,11,0,30.0,29.0,32.75,2.75,4.5,1.25,0.75,0.25,4.393,124.0,4,10,11,0,21,21,0.0,0.0,0.0
176,Spitzell,89.6,94.059,0.299,0.455,0.001,0.429,0.429,3.714,5.429,24,13,0,37.714,22.571,43.286,5.571,3.857,0.857,1.0,0.143,4.577,132.143,7,24,13,0,37,37,0.149,0.149,0.297
244,KNotAnyMore,93.3,93.3,0.311,0.466,0.001,0.75,0.454,6.75,6.75,8,14,0,42.0,17.5,50.75,8.75,1.75,1.0,2.0,0.75,4.466,128.25,4,8,14,0,22,22,0.0,0.0,0.0
353,Solosion,93.26,93.26,0.311,0.433,0.001,1.0,0.489,6.667,6.0,10,5,0,26.333,20.0,29.667,3.333,4.0,0.0,0.333,0.333,4.402,107.333,3,10,5,0,15,15,0.0,0.0,0.0
81,Pile,93.24,93.24,0.311,0.439,0.002,1.333,0.481,7.333,6.333,8,6,1,41.667,14.667,61.0,19.333,8.0,3.667,5.333,0.0,3.712,128.333,3,8,6,1,15,15,0.0,0.0,0.0
403,AnnaYanami,92.65,92.65,0.309,0.435,0.002,1.333,0.48,6.667,5.667,9,7,0,26.0,27.333,27.667,1.667,4.667,0.333,0.667,0.667,4.286,122.333,3,9,7,0,16,16,0.0,0.0,0.0
91,Baikinman,92.62,92.62,0.309,0.422,0.001,0.0,0.494,6.5,4.5,4,5,1,35.5,13.5,63.0,27.5,7.0,6.5,6.5,0.0,3.307,116.5,2,4,5,1,10,10,0.0,0.0,0.0
205,sssthnoob,92.22,92.22,0.307,0.448,0.002,0.4,0.461,7.6,5.6,11,15,0,43.0,10.0,54.6,11.6,5.4,1.4,3.0,0.0,4.123,118.2,5,11,15,0,26,26,0.0,0.0,0.0
442,Efe,91.8,91.8,0.306,0.487,0.002,0.0,0.416,7.0,4.0,1,4,0,21.0,34.0,21.0,0.0,0.0,0.0,0.0,2.0,5.524,113.0,1,1,4,0,5,5,0.0,0.0,0.0
98,Comete,90.9,90.9,0.303,0.387,0.001,2.0,0.515,5.0,5.0,1,4,0,34.0,14.0,55.0,21.0,5.0,3.0,7.0,0.0,3.436,124.0,1,1,4,0,5,5,0.0,0.0,0.0
357,chommy,91.6,90.72,0.305,0.391,0.002,0.7,0.517,7.8,6.4,40,42,0,24.9,23.3,26.4,1.5,7.7,0.2,0.4,0.5,3.693,122.3,10,24,31,0,82,55,-0.012,-0.064,-0.076
367,PotassiumF,90.94,89.588,0.303,0.449,0.001,0.5,0.449,6.2,5.5,43,51,4,42.7,19.6,47.3,4.6,3.5,0.9,1.0,0.2,4.507,138.4,10,24,30,2,98,56,-0.041,-0.054,-0.094
376,qwecocacola,88.46,89.278,0.295,0.408,0.002,0.2,0.466,7.3,4.3,29,26,0,25.9,24.2,29.4,3.5,3.5,0.9,0.9,0.5,4.358,121.5,10,29,26,0,55,55,0.027,0.027,0.055
413,zokie,88.17,88.17,0.294,0.363,0.003,1.0,0.511,6.0,3.0,2,3,0,23.0,10.0,28.0,5.0,1.0,1.0,3.0,0.0,3.786,91.0,1,2,3,0,5,5,0.0,0.0,0.0
121,Janoxx,89.6,88.135,0.299,0.273,0.004,2.0,0.621,9.0,5.5,41,45,0,16.2,14.5,18.4,2.2,10.8,1.2,0.5,0.3,2.119,112.8,10,22,33,0,86,55,-0.023,-0.1,-0.123
428,SaoriHayami,87.95,87.95,0.293,0.434,0.0,1.2,0.434,4.0,6.4,11,17,1,43.8,19.8,62.4,18.6,4.0,1.6,3.0,0.0,4.319,146.6,5,11,17,1,29,29,0.0,0.0,0.0
277,chemist,87.51,87.51,0.292,0.403,0.002,0.667,0.462,7.0,5.0,6,9,0,18.667,34.333,22.0,3.333,4.667,0.667,1.0,0.0,3.79,132.0,3,6,9,0,15,15,0.0,0.0,0.0
289,Provenance,87.42,87.42,0.291,0.368,0.002,0.0,0.499,4.667,7.0,6,8,1,25.0,19.333,27.333,2.333,4.0,0.333,1.0,0.0,3.878,120.0,3,6,8,1,15,15,0.0,0.0,0.0
325,Swapin,86.58,86.58,0.289,0.428,0.001,0.333,0.426,6.333,3.667,9,7,0,34.667,18.667,44.667,10.0,5.333,3.0,1.333,0.333,4.364,123.333,3,9,7,0,16,16,0.0,0.0,0.0
201,rorf,86.07,86.07,0.287,0.421,0.001,0.0,0.429,4.0,3.0,3,2,0,21.0,24.0,27.0,6.0,6.0,1.0,2.0,1.0,3.852,107.0,1,3,2,0,5,5,0.0,0.0,0.0
431,Luna,85.01,86.029,0.283,0.382,0.001,1.0,0.459,6.0,5.7,43,37,1,24.1,26.6,31.2,7.1,4.3,0.4,1.6,0.5,4.052,132.1,10,28,25,1,81,54,0.037,0.028,0.065
356,Isekaijoucho,88.27,85.543,0.294,0.42,0.001,0.625,0.452,4.375,8.75,18,26,0,32.375,19.375,48.625,16.25,2.5,1.875,3.75,0.0,4.078,122.625,8,18,26,0,44,44,-0.091,-0.091,-0.182
247,Shadow,86.37,85.095,0.288,0.404,0.001,0.6,0.45,4.6,4.6,66,84,2,34.8,16.3,45.1,10.3,4.6,1.7,3.7,0.4,3.977,126.2,10,26,27,2,152,55,-0.059,-0.009,-0.068
322,Catge,83.47,85.094,0.278,0.386,0.001,0.7,0.439,4.8,3.8,37,31,1,31.7,15.3,36.1,4.4,2.2,0.9,0.7,0.5,4.458,119.6,10,30,22,1,69,53,0.043,0.075,0.119
328,tskr,84.56,84.56,0.282,0.371,0.001,1.0,0.466,8.0,4.0,5,4,1,33.0,10.0,51.5,18.5,2.5,2.5,4.0,0.5,3.885,116.5,2,5,4,1,10,10,0.0,0.0,0.0
334,2skr,84.21,84.337,0.281,0.335,0.002,0.7,0.501,6.7,6.2,40,39,0,22.7,17.0,26.0,3.3,7.8,1.3,0.7,0.0,3.448,117.1,10,26,26,0,79,52,0.006,0.0,0.006
417,YellowRose,83.08,83.998,0.277,0.366,0.001,0.556,0.456,5.333,4.667,26,23,0,31.333,13.667,39.556,8.222,5.222,1.444,2.0,0.222,4.129,121.222,9,26,23,0,49,49,0.031,0.031,0.061
160,Skychael,83.77,83.77,0.279,0.318,0.002,1.5,0.515,6.5,6.0,8,2,0,20.0,16.5,28.5,8.5,8.5,3.5,1.0,0.0,3.194,114.5,2,8,2,0,10,10,0.0,0.0,0.0
495,AppuruPai,83.74,83.74,0.279,0.308,0.002,0.0,0.525,4.0,7.0,1,5,0,32.0,5.0,47.0,15.0,7.0,4.0,6.0,0.0,3.298,120.0,1,1,5,0,6,6,0.0,0.0,0.0
441,Dav1d,87.27,83.699,0.291,0.396,0.002,1.25,0.467,6.625,5.625,16,26,0,37.875,11.375,42.875,5.0,6.5,1.125,1.0,0.0,4.274,125.25,8,16,26,0,42,42,-0.119,-0.119,-0.238
370,Andrey_K,83.48,83.48,0.278,0.33,0.002,2.0,0.5,9.0,1.0,5,4,1,25.0,11.0,28.5,3.5,4.5,0.0,0.0,0.0,4.089,110.0,2,5,4,1,10,10,0.0,0.0,0.0
450,Zarelyyyx,82.84,82.84,0.276,0.402,0.002,0.75,0.415,5.25,5.5,14,8,0,34.25,18.25,39.0,4.75,3.0,1.5,0.5,0.25,4.671,127.25,4,14,8,0,22,22,0.0,0.0,0.0
453,RyoutaVN,84.2,82.173,0.281,0.372,0.001,1.429,0.462,4.857,5.0,16,21,0,26.0,21.571,28.714,2.714,5.143,0.714,0.429,0.286,3.803,127.143,7,16,21,0,37,37,-0.068,-0.068,-0.135
123,Konsumenci,84.6,81.788,0.282,0.367,0.002,0.833,0.47,7.333,4.333,13,19,0,19.0,24.167,23.333,4.333,6.833,1.5,0.833,0.167,3.512,117.0,6,13,19,0,32,32,-0.094,-0.094,-0.188
419,keysha18,82.89,81.388,0.276,0.387,0.001,0.8,0.433,4.1,5.0,37,44,1,32.2,19.3,40.8,8.6,2.3,1.5,1.6,0.0,4.175,132.2,10,23,30,1,82,54,-0.043,-0.065,-0.107
172,oolli,80.54,80.54,0.268,0.351,0.001,1.3,0.447,4.7,3.1,26,26,2,40.5,6.2,56.9,16.4,4.1,1.7,2.9,0.0,4.226,134.4,10,26,26,2,54,54,0.0,0.0,0.0
316,HakuiKoyori,79.88,79.88,0.266,0.342,0.001,6.0,0.45,5.0,3.0,2,4,0,37.0,16.0,60.0,23.0,7.0,3.0,4.0,0.0,3.883,155.0,1,2,4,0,6,6,0.0,0.0,0.0
159,legrandort,79.78,79.78,0.266,0.378,0.001,0.4,0.41,4.6,3.2,12,15,0,32.2,17.2,35.0,2.8,3.6,1.0,0.4,0.0,4.808,129.2,5,12,15,0,27,27,0.0,0.0,0.0
97,chaabdu92,79.49,79.49,0.265,0.34,0.001,4.5,0.448,4.5,6.5,4,7,0,33.0,19.5,43.5,10.5,7.0,4.5,1.0,0.0,3.926,154.5,2,4,7,0,11,11,0.0,0.0,0.0
259,Patoche49,79.09,79.373,0.264,0.372,0.001,0.8,0.41,3.7,3.5,27,26,0,30.9,16.7,34.0,3.1,2.7,0.5,0.5,0.2,4.765,125.8,10,27,26,0,53,53,0.009,0.009,0.019
466,metak,79.2,79.2,0.264,0.289,0.001,2.0,0.5,6.0,2.75,9,12,0,30.0,7.5,42.75,12.75,6.75,1.25,3.5,0.0,3.806,125.0,4,9,12,0,21,21,0.0,0.0,0.0
348,Heleos,79.0,79.0,0.263,0.339,0.001,1.0,0.444,4.667,4.667,12,2,1,26.333,15.333,32.667,6.333,5.0,1.0,1.0,0.333,4.495,123.333,3,12,2,1,15,15,0.0,0.0,0.0
398,kabao,78.72,78.72,0.262,0.333,0.001,1.0,0.448,6.0,2.0,3,2,0,22.0,15.0,36.0,14.0,2.0,2.0,2.0,0.0,4.306,111.0,1,3,2,0,5,5,0.0,0.0,0.0
437,Loomi,77.99,77.99,0.26,0.301,0.001,3.0,0.474,7.0,4.0,5,0,1,39.0,8.0,54.0,15.0,7.0,3.0,1.0,0.0,3.963,156.0,1,5,0,1,6,6,0.0,0.0,0.0
174,TateyamaAyano,77.88,77.88,0.26,0.283,0.002,1.5,0.493,3.5,3.5,2,9,0,26.0,8.5,39.5,13.5,5.5,4.0,4.0,0.0,3.446,122.0,2,2,9,0,11,11,0.0,0.0,0.0
393,Kyuuuu,79.42,76.563,0.265,0.327,0.001,1.625,0.461,5.0,3.5,17,25,0,28.5,12.0,37.75,9.25,4.75,1.125,1.125,0.375,4.198,123.875,8,17,25,0,42,42,-0.095,-0.095,-0.19
317,Hyo,76.29,76.29,0.254,0.228,0.0,7.0,0.537,4.0,2.0,2,3,0,21.0,12.0,37.0,16.0,5.0,0.0,0.0,0.0,4.324,145.0,1,2,3,0,5,5,0.0,0.0,0.0
399,ElJuanchi,74.53,76.052,0.248,0.314,0.001,1.4,0.425,4.7,2.6,52,38,2,21.2,19.6,24.7,3.5,2.9,1.2,0.3,0.3,4.374,129.6,10,26,26,2,92,54,0.076,0.0,0.076
404,anatharax,75.67,75.67,0.252,0.258,0.001,1.0,0.497,5.6,2.8,13,12,0,22.8,4.2,30.0,7.2,5.0,1.4,1.0,0.0,3.835,105.8,5,13,12,0,25,25,0.0,0.0,0.0
451,AkatsukiKirika,76.71,75.346,0.256,0.381,0.0,0.333,0.377,2.0,3.5,15,18,0,20.0,32.667,22.333,2.333,0.5,0.333,0.5,0.333,5.26,137.0,6,15,18,0,33,33,-0.045,-0.045,-0.091
502,Bewm,75.24,75.24,0.251,0.196,0.002,3.0,0.558,5.0,3.0,1,4,0,18.0,3.0,21.0,3.0,6.0,1.0,0.0,0.0,3.571,107.0,1,1,4,0,5,5,0.0,0.0,0.0
489,zomg,77.78,74.962,0.259,0.279,0.002,1.8,0.496,6.0,2.4,32,47,1,20.2,13.5,25.3,5.1,6.3,1.8,0.4,0.1,3.372,119.3,10,21,31,1,80,53,-0.094,-0.094,-0.188
395,LordGrond,71.74,74.084,0.239,0.29,0.0,2.333,0.423,3.167,4.5,18,13,1,24.833,12.833,26.833,2.0,1.5,0.5,0.0,0.0,4.483,129.0,6,18,13,1,32,32,0.078,0.078,0.156
171,JustAWeirdo,73.17,73.06,0.244,0.31,0.001,1.0,0.416,4.1,2.9,59,57,3,20.7,18.8,24.9,4.2,5.2,0.9,0.9,0.3,4.366,127.4,10,24,27,3,119,54,0.008,-0.028,-0.019
292,FeyFey,71.82,71.82,0.239,0.308,0.001,0.0,0.405,1.0,7.0,0,5,0,26.0,10.0,51.0,25.0,6.0,3.0,3.0,0.0,3.961,117.0,1,0,5,0,5,5,0.0,0.0,0.0
405,anicomi,71.99,71.44,0.24,0.28,0.0,1.1,0.437,3.7,2.4,28,29,1,24.0,9.1,34.3,10.3,2.3,0.8,1.1,0.1,4.342,118.6,10,24,28,1,58,53,-0.009,-0.038,-0.046
483,JaneRemover,70.27,70.27,0.234,0.236,0.001,1.75,0.465,2.25,3.25,8,13,0,21.0,7.0,32.5,11.5,1.5,1.0,1.5,0.25,4.056,118.25,4,8,13,0,21,21,0.0,0.0,0.0
155,Unborned,69.01,69.01,0.23,0.256,0.0,1.5,0.431,3.0,2.5,6,3,1,25.0,9.5,35.5,10.5,2.5,1.5,0.5,0.5,4.374,134.5,2,6,3,1,10,10,0.0,0.0,0.0
335,xeyz,67.0,67.815,0.223,0.277,0.0,2.0,0.388,2.8,2.9,47,43,0,35.5,3.3,103.8,68.3,6.6,5.9,11.4,0.0,3.676,139.5,10,29,25,0,90,54,0.022,0.037,0.059
164,IAmAsianNoob,67.86,65.985,0.226,0.331,0.0,0.833,0.339,2.0,1.333,14,18,0,24.5,19.5,29.833,5.333,1.333,0.667,0.5,0.0,5.021,132.5,6,14,18,0,32,32,-0.062,-0.062,-0.125
456,Narva_,65.68,65.68,0.219,0.214,0.001,2.0,0.442,2.0,4.0,2,4,0,18.0,3.0,26.0,8.0,1.0,0.0,4.0,0.0,4.115,98.0,1,2,4,0,6,6,0.0,0.0,0.0
364,I_dont_like_loli,64.82,64.82,0.216,0.281,0.0,3.0,0.362,3.0,2.0,2,4,0,24.0,19.0,38.0,14.0,0.0,2.0,0.0,0.0,4.474,153.0,1,2,4,0,6,6,0.0,0.0,0.0
416,OkitaNobu,62.69,62.69,0.209,0.22,0.001,3.5,0.405,3.0,1.5,3,7,0,16.0,8.0,27.5,11.5,1.5,0.5,2.0,0.5,4.109,107.5,2,3,7,0,10,10,0.0,0.0,0.0
410,FoopyPoopy,62.61,62.61,0.209,0.22,0.001,2.0,0.404,4.5,0.5,4,6,0,18.0,9.5,23.5,5.5,3.5,0.5,1.0,0.0,4.585,122.5,2,4,6,0,10,10,0.0,0.0,0.0
225,MythAndroid,60.17,60.17,0.201,0.199,0.0,1.5,0.403,3.0,1.0,5,5,0,20.5,1.0,45.5,25.0,5.5,3.0,1.5,0.0,3.979,106.5,2,5,5,0,10,10,0.0,0.0,0.0
462,hakohoka,59.47,58.914,0.198,0.141,0.001,4.2,0.458,3.3,1.8,25,27,2,12.3,6.9,13.0,0.7,3.6,0.0,0.0,0.0,4.359,135.4,10,25,27,2,54,54,-0.019,-0.019,-0.037
501,pxmacaiah,58.76,58.76,0.196,0.168,0.0,2.0,0.422,2.0,2.0,2,4,0,15.0,6.0,27.0,12.0,2.0,0.0,2.0,0.0,4.333,125.0,1,2,4,0,6,6,0.0,0.0,0.0
133,ChrisLefko,58.02,58.02,0.193,0.243,0.0,3.0,0.333,1.0,1.0,4,1,0,23.0,10.0,50.0,27.0,7.0,5.0,2.0,0.0,3.78,136.0,1,4,1,0,5,5,0.0,0.0,0.0
378,erzakuran,54.44,53.011,0.181,0.106,0.0,5.25,0.444,1.5,1.375,18,22,2,10.875,1.375,18.25,7.375,1.375,0.875,1.125,0.0,3.956,113.625,8,18,22,2,42,42,-0.048,-0.048,-0.095
239,yonyon,50.47,50.47,0.168,0.16,0.0,6.0,0.345,3.0,2.0,3,2,0,20.0,4.0,36.0,16.0,2.0,1.0,0.0,0.0,4.917,150.0,1,3,2,0,5,5,0.0,0.0,0.0
170,hubcioskubcio,47.78,47.78,0.159,0.212,0.0,3.5,0.262,1.0,0.5,5,6,0,20.5,7.5,26.0,5.5,2.5,0.0,0.5,0.0,5.71,132.0,2,5,6,0,11,11,0.0,0.0,0.0
493,chiabobo,45.7,45.7,0.152,0.103,0.0,6.0,0.357,1.0,0.0,3,3,0,11.0,5.0,46.0,35.0,0.0,4.0,2.0,0.0,3.717,155.0,1,3,3,0,6,6,0.0,0.0,0.0
