# Full PV List:
ID: 1 | atsui played like a 101.4. (Current rank 101.4, Δ0.0)
ID: 292 | FeyFey played like a 71.82. (Current rank 71.82, Δ0.0)
ID: 316 | HakuiKoyori played like a 79.88. (Current rank 79.88, Δ0.0)
ID: 318 | Nephirea played like a 105.85. (Current rank 105.85, Δ0.0)
ID: 322 | Catge played like a 83.46. (Current rank 83.46, Δ0.0)
ID: 325 | Swapin played like a 86.58. (Current rank 86.58, Δ0.0)
ID: 326 | pomo played like a 97.23. (Current rank 97.23, Δ0.0)
ID: 328 | tskr played like a 84.57. (Current rank 84.57, Δ0.0)
ID: 334 | 2skr played like a 83.49. (Current rank 83.49, Δ0.0)
ID: 335 | xeyz played like a 66.91. (Current rank 66.91, Δ0.0)
ID: 353 | Solosion played like a 93.25. (Current rank 93.25, Δ0.0)
ID: 356 | Isekaijoucho played like a 89.31. (Current rank 89.31, Δ0.0)
ID: 357 | chommy played like a 91.6. (Current rank 91.6, Δ0.0)
ID: 358 | mangoss played like a 102.47. (Current rank 102.47, Δ0.0)
ID: 364 | I_dont_like_loli played like a 64.82. (Current rank 64.82, Δ0.0)
ID: 366 | AitsukiNakuru played like a 104.06. (Current rank 104.06, Δ0.0)
ID: 367 | PotassiumF played like a 91.95. (Current rank 91.95, Δ0.0)
ID: 370 | Andrey_K played like a 83.48. (Current rank 83.48, Δ0.0)
ID: 376 | qwecocacola played like a 88.46. (Current rank 88.46, Δ0.0)
ID: 378 | erzakuran played like a 54.45. (Current rank 54.45, Δ0.0)
ID: 379 | CipherKai played like a 112.4. (Current rank 112.4, Δ0.0)
ID: 393 | Kyuuuu played like a 78.41. (Current rank 78.41, Δ0.0)
ID: 394 | Komari played like a 113.43. (Current rank 113.43, Δ0.0)
ID: 395 | LordGrond played like a 68.39. (Current rank 68.39, Δ0.0)
ID: 398 | kabao played like a 78.72. (Current rank 78.72, Δ0.0)
ID: 399 | ElJuanchi played like a 73.87. (Current rank 73.87, Δ0.0)
ID: 403 | AnnaYanami played like a 92.65. (Current rank 92.65, Δ0.0)
ID: 404 | anatharax played like a 77.01. (Current rank 77.01, Δ0.0)
ID: 405 | anicomi played like a 73.97. (Current rank 73.97, Δ0.0)
ID: 410 | FoopyPoopy played like a 62.61. (Current rank 62.61, Δ0.0)
ID: 413 | zokie played like a 88.17. (Current rank 88.17, Δ0.0)
ID: 417 | YellowRose played like a 85.36. (Current rank 85.36, Δ0.0)
ID: 419 | keysha18 played like a 82.38. (Current rank 82.38, Δ0.0)
ID: 420 | OSXtrafton played like a 36.92. (Current rank 36.92, Δ0.0)
ID: 428 | SaoriHayami played like a 87.89. (Current rank 87.89, Δ0.0)
ID: 429 | Nunuchu42 played like a 45.05. (Current rank 45.05, Δ0.0)
ID: 430 | HaruUrara played like a 106.56. (Current rank 106.56, Δ0.0)
ID: 431 | Luna played like a 82.48. (Current rank 82.48, Δ0.0)
ID: 432 | Deja_ played like a 97.05. (Current rank 97.05, Δ0.0)
ID: 437 | Loomi played like a 77.99. (Current rank 77.99, Δ0.0)
ID: 441 | Dav1d played like a 85.02. (Current rank 85.02, Δ0.0)
ID: 450 | Zarelyyyx played like a 82.84. (Current rank 82.84, Δ0.0)
ID: 451 | AkatsukiKirika played like a 75.89. (Current rank 75.89, Δ0.0)
ID: 453 | RyoutaVN played like a 84.2. (Current rank 84.2, Δ0.0)
ID: 456 | Narva_ played like a 65.68. (Current rank 65.68, Δ0.0)
ID: 462 | hakohoka played like a 59.82. (Current rank 59.82, Δ0.0)
ID: 466 | metak played like a 79.48. (Current rank 79.48, Δ0.0)
ID: 483 | JaneRemover played like a 70.26. (Current rank 70.26, Δ0.0)
ID: 489 | zomg played like a 77.17. (Current rank 77.17, Δ0.0)
ID: 493 | chiabobo played like a 45.7. (Current rank 45.7, Δ0.0)
ID: 495 | AppuruPai played like a 83.74. (Current rank 83.74, Δ0.0)
ID: 501 | pxmacaiah played like a 58.76. (Current rank 58.76, Δ0.0)
ID: 502 | Bewm played like a 75.24. (Current rank 75.24, Δ0.0)

# MVPS:
:first_place: atsui. Played like a 101.4 rank (Current Rank: 101.4, Δ0.0)
:second_place: ID: Hejsan. Played like a 102.23 rank (Current Rank: 102.23, Δ0.0)
:third_place: ID: PoolNoodle. Played like a 150.3 rank (Current Rank: 150.3, Δ0.0)
