Player ID,PlayerName,GuessRate,erigs,Seven8,avg8,LivesTaken,LivesSaved,TotalSongs,WIN,LOSE,TIE,Samples
155,Unborned,24.26,0.25,1.75,5.327,1.125,1.75,116.75,14,28,0,8
159,legrandort,16.748,0.0,1.6,5.866,0.4,1.6,123.6,11,13,3,5
160,Skychael,31.478,0.4,3.0,5.08,3.4,1.8,148.2,11,15,1,5
161,Slizzer,6.036,0.0,3.0,6.428,0.0,0.0,117.0,4,5,1,2
168,Lightning,29.995,0.0,1.333,5.656,1.0,2.667,131.0,10,7,0,3
169,yashadox,21.407,0.0,1.333,5.17,1.0,1.333,111.667,4,11,0,3
171,JustAWeirdo,9.184,0.0,3.0,5.444,0.0,1.0,98.0,3,2,0,1
174,TateyamaAyano,9.021,0.0,3.0,5.461,0.0,1.5,105.5,2,8,0,2
175,Kirox,32.854,1.0,1.875,5.144,2.5,2.875,133.375,18,22,3,8
177,oh95,45.693,1.4,0.9,5.064,4.4,6.5,154.5,26,23,7,10
180,psirockin,15.909,0.0,1.0,5.524,1.0,2.0,132.0,2,4,0,1
181,Yolowolf75,53.389,1.8,0.4,4.978,5.3,7.7,150.6,27,27,3,10
191,redeyes,26.829,0.0,3.0,5.727,2.0,1.0,123.0,2,3,0,1
194,Math_,60.336,2.5,0.0,4.263,8.5,19.0,134.0,7,2,1,2
217,ShelterRin,27.174,0.0,1.0,5.28,0.0,2.0,92.0,2,3,0,1
228,Dry,36.675,4.0,3.0,4.186,8.714,6.429,130.0,23,16,0,7
237,transfer,13.043,0.0,6.0,5.048,4.0,1.0,161.0,5,1,0,1
238,Progenitor,30.928,0.5,2.0,5.462,1.5,3.0,171.0,7,4,1,2
241,yasashiikumo,24.799,0.333,2.0,5.443,1.0,1.333,135.0,5,8,2,3
250,md22,24.978,0.0,1.5,4.772,3.0,1.5,96.5,2,7,0,2
263,Tvaz,44.146,2.4,2.0,4.956,6.4,7.0,153.4,25,26,7,10
268,civiltwlight,75.138,6.5,0.167,4.093,10.667,20.667,125.0,14,17,2,6
274,Mami,45.62,5.75,0.25,4.446,7.75,11.25,151.5,12,11,1,4
276,hmsuis,41.896,1.6,0.5,5.066,5.0,4.6,134.3,23,26,5,10
277,chemist,38.18,1.4,0.7,4.804,4.5,5.3,149.1,25,27,4,10
285,miiarad,22.099,1.0,4.0,5.5,4.0,2.0,181.0,4,2,0,1
289,Provenance,32.466,1.375,1.625,5.075,3.625,3.125,131.875,21,19,3,8
291,ss_r_white_pony,15.116,0.0,0.0,5.692,0.0,0.0,86.0,2,3,0,1
292,FeyFey,18.956,0.4,2.1,5.358,1.3,1.4,130.1,26,29,1,10
307,kaededayo,43.347,0.333,0.0,5.209,3.333,3.667,131.0,7,8,1,3
311,beautiful,47.399,4.0,0.0,4.634,8.0,9.0,173.0,1,5,0,1
317,Hyo,21.6,0.0,1.0,5.0,0.0,5.0,125.0,3,2,0,1
325,Swapin,36.641,0.7,0.6,5.203,3.2,3.8,144.1,32,23,2,10
326,pomo,19.811,2.0,1.0,5.286,2.0,0.0,106.0,1,4,0,1
327,Flato,50.981,2.1,0.4,4.874,6.4,7.7,149.8,27,29,2,10
330,_nadeshiko,61.378,8.5,0.0,4.012,12.5,15.0,140.0,6,5,0,2
332,Mangalodon,22.857,1.0,1.0,4.792,6.0,1.0,105.0,3,2,0,1
335,xeyz,21.094,0.0,1.0,5.0,2.0,1.0,128.0,1,4,0,1
336,fiftypercentweeb,39.414,1.0,1.8,5.017,4.2,2.2,136.2,16,10,1,5
338,ranny,18.627,1.0,3.0,4.684,3.0,0.0,102.0,4,2,0,1
339,Hibari,35.981,0.0,1.0,5.132,1.5,3.5,135.5,3,7,1,2
344,Naizuri,40.013,1.9,1.0,5.042,5.0,6.2,149.8,22,29,6,10
348,Heleos,26.061,0.0,1.0,5.442,1.0,2.0,165.0,2,4,0,1
356,Isekaijoucho,18.966,1.0,5.0,5.409,2.0,0.0,116.0,4,1,0,1
357,chommy,5.66,0.0,4.0,4.167,1.0,0.0,106.0,1,4,0,1
363,Wiwmek,25.385,1.0,3.0,5.424,3.0,2.0,130.0,3,2,0,1
368,arpia97,22.772,0.0,4.0,4.87,1.0,3.0,101.0,3,2,0,1
369,florenz,63.169,4.2,0.3,4.592,10.3,12.3,151.6,30,25,3,10
370,Andrey_K,28.82,1.0,1.25,5.165,4.25,1.75,129.5,10,12,0,4
373,harges,36.602,0.75,0.75,4.832,4.25,8.5,144.75,9,15,0,4
376,qwecocacola,20.868,0.0,4.5,5.828,1.0,0.5,154.5,7,5,0,2
379,CipherKai,34.899,0.0,3.0,5.462,2.0,3.0,149.0,0,5,0,1
382,Shiku,41.879,1.8,0.7,5.145,4.9,4.7,141.8,28,28,1,10
384,Miki_Hoshii,83.569,9.8,0.0,4.091,15.3,28.7,140.6,22,32,2,10
386,Coglionedown,44.495,1.6,0.3,5.032,4.3,5.2,141.5,28,25,4,10
388,Tsuni,8.0,1.0,1.0,4.5,1.0,0.0,100.0,2,3,0,1
398,kabao,38.99,1.0,2.0,5.324,3.0,4.0,144.5,9,10,2,4
399,ElJuanchi,7.921,0.0,0.0,5.75,0.0,0.0,101.0,0,5,0,1
400,Vr0003,21.488,0.0,0.0,5.192,1.0,2.0,121.0,1,4,0,1
401,Spartric,28.586,0.3,2.6,5.558,2.0,2.1,138.8,25,30,2,10
403,AnnaYanami,36.454,0.778,0.444,5.125,3.111,3.111,118.889,25,20,2,9
405,anicomi,16.7,0.5,2.25,5.415,1.75,0.25,125.75,16,5,1,4
410,FoopyPoopy,5.426,0.0,6.0,6.0,0.0,0.0,129.0,1,4,0,1
413,zokie,34.906,1.0,1.0,4.838,1.0,4.0,106.0,0,5,0,1
416,OkitaNobu,21.657,0.8,2.0,5.119,2.0,1.7,131.5,31,27,0,10
417,YellowRose,26.164,0.0,2.0,5.294,0.5,2.0,147.0,3,7,1,2
421,Cherryish,47.264,2.857,0.857,4.743,7.0,8.143,138.571,26,13,0,7
422,MapleSyyrup,24.799,1.429,3.429,4.793,3.0,3.714,135.714,16,20,1,7
426,Raphtelia,4.545,0.0,9.0,7.4,0.0,0.0,110.0,2,3,0,1
430,HaruUrara,26.447,0.333,1.0,5.248,1.667,1.333,115.667,6,9,0,3
446,Hotpot,18.519,0.0,2.0,5.44,2.0,1.0,135.0,3,3,0,1
452,Kynn,62.288,4.7,0.4,4.438,9.7,14.4,150.1,33,22,4,10
453,RyoutaVN,20.31,0.333,1.667,5.45,0.667,1.0,130.333,8,9,0,3
455,l_elf10,34.117,1.5,3.0,4.95,3.5,5.2,153.6,27,29,2,10
462,hakohoka,5.263,0.0,4.0,6.375,1.0,0.0,152.0,3,3,0,1
463,Gabetin,31.008,1.0,1.0,5.25,3.0,3.0,129.0,4,1,0,1
466,metak,17.55,0.0,0.5,5.932,0.0,1.5,126.0,4,7,0,2
474,Nomu,7.383,0.0,6.0,5.182,0.0,1.0,149.0,4,2,0,1
476,ThePieGod,7.477,0.0,5.0,5.125,0.0,1.0,107.0,1,4,0,1
477,FurLain,32.34,0.4,1.8,5.187,1.9,3.6,135.3,22,31,3,10
486,CH0K0,47.531,2.0,0.0,4.714,6.0,3.0,162.0,4,2,0,1
488,kinjacky,33.333,1.0,0.0,5.135,4.0,2.0,156.0,3,3,0,1
490,fanna,77.123,10.6,0.1,3.935,15.5,28.1,141.4,22,30,5,10
493,chiabobo,8.66,0.0,1.0,4.958,0.5,0.0,99.0,3,7,0,2
500,dreamflyaway,3.947,0.0,5.0,5.833,0.0,0.0,152.0,2,4,0,1
504,Yonakax_,11.382,0.0,5.0,6.071,0.0,0.0,123.0,3,2,0,1
509,internetperson10,18.75,0.0,4.0,6.111,1.0,2.0,144.0,8,4,0,2
511,nekko_khayal,27.79,0.25,1.25,5.3,2.0,1.5,142.5,9,13,1,4
520,konomi,36.585,1.0,0.0,5.533,2.0,4.0,123.0,2,3,0,1
523,seanpk,33.333,2.0,4.0,4.811,2.0,5.0,111.0,2,3,0,1
530,kneesocks,23.881,0.0,1.0,5.625,0.0,1.0,134.0,0,6,0,1
