Player ID,PlayerName,ELO,RANK,GuessRate,erigs,Seven8,avg8,LivesTaken,LivesSaved,WIN,LOSE,TIE,Samples,WINSTREAK,LOSESTREAK,TIESTREAK,PALL,PRECENT,WR,STREAK,DELTAWR,WR MODIFIER,STREAK MODIFIER
83,Milar,14.931,0.424,0.458,0.212,0.975,0.613,0.297,0.293,26,30,3,10,24,27,3,59,54,0.466,0.472,0.006,-0.027,0.0
59,neoburnz,14.847,0.401,0.46,0.141,1.0,0.54,0.238,0.309,71,71,4,10,29,29,1,146,59,0.5,0.5,0.0,0.0,0.0
51,Chata,14.801,0.363,0.4,0.169,0.962,0.546,0.23,0.211,80,63,0,10,35,23,0,143,58,0.559,0.603,0.044,0.058,0.001
65,Baguett,14.801,0.399,0.419,0.229,1.0,0.534,0.279,0.296,4,12,2,3,4,12,2,18,18,0.278,0.278,0.0,0.0,0.0
124,LelPop,14.727,0.396,0.417,0.219,0.958,0.551,0.315,0.252,12,5,1,3,12,5,1,18,18,0.694,0.694,0.0,0.0,0.0
248,eternity,14.696,0.395,0.333,0.312,1.0,0.679,0.405,0.178,3,3,0,1,3,3,0,6,6,0.5,0.5,0.0,0.0,0.0
38,Diukes,14.621,0.408,0.447,0.227,0.984,0.588,0.27,0.25,20,23,2,8,20,23,2,45,45,0.467,0.467,0.0,-0.025,0.0
84,Alkios,14.503,0.398,0.424,0.179,0.982,0.596,0.263,0.289,17,19,2,7,17,19,2,38,38,0.474,0.474,0.0,-0.019,0.0
307,kaededayo,14.293,0.377,0.434,0.203,1.0,0.547,0.243,0.156,7,4,0,2,7,4,0,11,11,0.636,0.636,0.0,0.0,0.0
103,mrwolf2,14.172,0.372,0.378,0.188,0.969,0.592,0.236,0.261,14,7,2,4,14,7,2,23,23,0.652,0.652,0.0,0.0,0.0
91,Baikinman,14.023,0.361,0.401,0.139,0.889,0.546,0.201,0.267,26,25,0,9,26,25,0,51,51,0.51,0.51,0.0,0.008,0.0
47,Renzou,13.892,0.354,0.408,0.13,0.979,0.528,0.198,0.196,18,17,0,6,18,17,0,35,35,0.514,0.514,0.0,0.01,0.0
41,koroshiya,13.846,0.358,0.441,0.083,0.958,0.533,0.198,0.178,8,9,1,3,8,9,1,18,18,0.472,0.472,0.0,0.0,0.0
12,KaoriMaeda,13.827,0.357,0.406,0.156,0.975,0.538,0.205,0.187,11,14,2,5,11,14,2,27,27,0.444,0.444,0.0,0.0,0.0
37,claydoll1091,13.75,0.337,0.349,0.156,0.9,0.549,0.214,0.216,49,43,2,10,27,26,2,94,55,0.532,0.509,-0.023,0.028,0.0
23,Shuuka,13.706,0.313,0.331,0.121,0.911,0.559,0.174,0.162,21,14,0,7,21,14,0,35,35,0.6,0.6,0.0,0.07,0.0
347,Selaph,13.701,0.337,0.386,0.128,0.925,0.518,0.205,0.167,46,41,4,10,27,26,3,91,56,0.527,0.509,-0.019,0.024,0.0
44,Nicole,13.636,0.349,0.441,0.062,1.0,0.561,0.162,0.133,3,2,0,1,3,2,0,5,5,0.6,0.6,0.0,0.0,0.0
250,md22,13.442,0.347,0.396,0.147,0.975,0.518,0.235,0.147,54,57,4,10,27,30,2,115,59,0.487,0.475,-0.012,-0.012,0.0
25,80s,13.159,0.328,0.351,0.117,0.969,0.572,0.209,0.144,10,10,1,4,10,10,1,21,21,0.5,0.5,0.0,0.0,0.0
79,JuliAless64,13.148,0.332,0.39,0.074,0.969,0.518,0.176,0.183,21,22,1,8,21,22,1,44,44,0.489,0.489,0.0,-0.008,0.0
113,Maki04,13.143,0.281,0.317,0.057,0.917,0.491,0.14,0.126,22,13,0,6,22,13,0,35,35,0.629,0.629,0.0,0.09,0.0
106,cafezinho,13.114,0.306,0.345,0.091,0.975,0.503,0.157,0.147,36,30,2,10,29,27,1,68,57,0.544,0.518,-0.027,0.037,0.0
78,doomchicken,13.008,0.331,0.356,0.121,0.953,0.535,0.203,0.189,22,24,0,8,22,24,0,46,46,0.478,0.478,0.0,-0.016,0.0
276,hmsuis,12.968,0.302,0.333,0.103,0.988,0.497,0.184,0.113,56,49,2,10,35,21,2,107,58,0.533,0.621,0.088,0.03,0.004
81,Pile,12.931,0.318,0.295,0.156,1.0,0.581,0.189,0.2,6,0,0,1,6,0,0,6,6,1.0,1.0,0.0,0.0,0.0
228,Dry,12.924,0.31,0.294,0.159,0.862,0.595,0.232,0.136,29,27,0,10,29,27,0,56,56,0.518,0.518,0.0,0.014,0.0
105,Zeal_Kido,12.732,0.31,0.265,0.156,1.0,0.549,0.216,0.222,3,3,0,1,3,3,0,6,6,0.5,0.5,0.0,0.0,0.0
311,beautiful,12.658,0.314,0.363,0.066,0.975,0.504,0.146,0.176,53,56,3,10,25,29,3,112,57,0.487,0.465,-0.022,-0.012,0.0
80,moosepi,12.649,0.306,0.359,0.104,0.917,0.451,0.234,0.081,14,4,0,3,14,4,0,18,18,0.778,0.778,0.0,0.0,0.0
70,MahiruShiina,12.542,0.302,0.297,0.125,0.925,0.563,0.222,0.116,18,10,0,5,18,10,0,28,28,0.643,0.643,0.0,0.0,0.0
244,KNotAnyMore,12.521,0.301,0.235,0.156,1.0,0.652,0.216,0.156,4,2,0,1,4,2,0,6,6,0.667,0.667,0.0,0.0,0.0
98,Comete,12.512,0.304,0.349,0.097,0.925,0.488,0.173,0.127,29,30,1,10,25,29,1,60,55,0.492,0.464,-0.028,-0.007,0.0
403,AnnaYanami,12.456,0.262,0.283,0.075,0.988,0.468,0.138,0.069,55,39,4,10,34,21,2,98,57,0.582,0.614,0.032,0.073,0.0
430,HaruUrara,12.45,0.252,0.29,0.045,0.804,0.474,0.147,0.06,24,14,0,7,24,14,0,38,38,0.632,0.632,0.0,0.094,0.0
369,florenz,12.399,0.315,0.364,0.091,0.95,0.504,0.149,0.167,32,38,3,10,25,29,2,73,56,0.459,0.464,0.005,-0.035,0.0
221,Neumann,12.36,0.245,0.288,0.05,0.925,0.42,0.1,0.069,68,43,4,10,34,21,2,115,57,0.609,0.614,0.005,0.101,0.0
64,Yokipi,12.346,0.293,0.255,0.156,0.75,0.549,0.216,0.222,2,4,0,1,2,4,0,6,6,0.333,0.333,0.0,0.0,0.0
129,peeku,12.236,0.36,0.417,0.134,0.95,0.542,0.211,0.198,31,56,4,10,22,31,4,91,57,0.363,0.421,0.058,-0.122,0.002
277,chemist,12.172,0.28,0.313,0.116,0.9,0.482,0.149,0.082,33,31,1,10,26,27,1,65,54,0.515,0.491,-0.025,0.013,0.0
100,753,12.125,0.284,0.33,0.078,0.969,0.458,0.155,0.089,15,9,0,4,15,9,0,24,24,0.625,0.625,0.0,0.0,0.0
87,Beokros,12.085,0.282,0.279,0.102,0.969,0.542,0.169,0.111,9,12,1,4,9,12,1,22,22,0.432,0.432,0.0,0.0,0.0
114,Mayottatoki,12.085,0.282,0.306,0.078,0.844,0.49,0.182,0.128,12,10,1,4,12,10,1,23,23,0.543,0.543,0.0,0.0,0.0
92,Kuterin,12.013,0.279,0.298,0.125,0.875,0.518,0.162,0.078,4,5,1,2,4,5,1,10,10,0.45,0.45,0.0,0.0,0.0
46,Orfey,11.979,0.311,0.342,0.097,0.903,0.53,0.204,0.136,21,29,0,9,21,29,0,50,50,0.42,0.42,0.0,-0.062,0.0
275,Kryuell,11.963,0.298,0.339,0.069,1.0,0.503,0.126,0.146,22,27,0,9,22,27,0,49,49,0.449,0.449,0.0,-0.039,0.0
120,HiHi,11.961,0.277,0.333,0.125,0.875,0.438,0.108,0.089,4,6,0,2,4,6,0,10,10,0.4,0.4,0.0,0.0,0.0
72,ruuka,11.949,0.305,0.351,0.097,0.962,0.505,0.165,0.109,45,57,2,10,24,33,2,104,59,0.442,0.424,-0.019,-0.053,0.0
88,Emdiel,11.943,0.276,0.291,0.104,0.958,0.501,0.153,0.089,5,10,0,3,5,10,0,15,15,0.333,0.333,0.0,0.0,0.0
177,oh95,11.937,0.276,0.317,0.023,1.0,0.486,0.088,0.15,10,13,0,4,10,13,0,23,23,0.435,0.435,0.0,0.0,0.0
128,apurplenose,11.848,0.289,0.34,0.069,0.912,0.483,0.141,0.116,42,49,4,10,27,28,2,95,57,0.463,0.491,0.028,-0.033,0.0
260,AnotherWish,11.767,0.269,0.291,0.062,0.875,0.484,0.135,0.133,1,5,0,1,1,5,0,6,6,0.167,0.167,0.0,0.0,0.0
160,Skychael,11.751,0.24,0.246,0.038,0.875,0.485,0.097,0.118,35,26,1,10,32,24,1,62,57,0.573,0.57,-0.002,0.059,0.0
36,anonimus_opinion,11.736,0.267,0.364,0.031,1.0,0.399,0.054,0.067,2,2,1,1,2,2,1,5,5,0.5,0.5,0.0,0.0,0.0
133,ChrisLefko,11.7,0.22,0.229,0.042,0.938,0.405,0.122,0.048,22,12,1,6,22,12,1,35,35,0.643,0.643,0.0,0.1,0.0
97,chaabdu92,11.695,0.266,0.302,0.062,0.958,0.462,0.126,0.081,7,8,1,3,7,8,1,16,16,0.469,0.469,0.0,0.0,0.0
286,Lakumix,11.694,0.26,0.216,0.131,0.9,0.571,0.178,0.093,44,42,3,10,31,23,1,89,55,0.511,0.573,0.061,0.01,0.002
238,Progenitor,11.649,0.264,0.276,0.056,0.95,0.496,0.124,0.12,13,12,1,5,13,12,1,26,26,0.519,0.519,0.0,0.0,0.0
289,Provenance,11.645,0.257,0.267,0.081,0.95,0.492,0.124,0.084,57,54,3,10,23,33,1,114,57,0.513,0.412,-0.101,0.012,0.0
115,Saiki,11.633,0.261,0.25,0.088,0.862,0.526,0.157,0.113,45,44,1,10,28,28,1,90,57,0.506,0.5,-0.006,0.005,0.0
344,Naizuri,11.556,0.229,0.236,0.031,0.969,0.445,0.111,0.069,26,18,3,8,26,18,3,47,47,0.585,0.585,0.0,0.064,0.0
317,Hyo,11.523,0.258,0.253,0.07,0.906,0.508,0.162,0.1,14,9,0,4,14,9,0,23,23,0.609,0.609,0.0,0.0,0.0
143,mahzrunner,11.504,0.246,0.248,0.072,0.925,0.495,0.135,0.064,75,69,5,10,35,23,0,149,58,0.52,0.603,0.083,0.02,0.003
379,CipherKai,11.496,0.257,0.293,0.031,1.0,0.467,0.095,0.089,7,4,1,2,7,4,1,12,12,0.625,0.625,0.0,0.0,0.0
387,ponbot,11.473,0.256,0.272,0.047,0.812,0.455,0.203,0.089,6,4,1,2,6,4,1,11,11,0.591,0.591,0.0,0.0,0.0
179,Floth,11.449,0.255,0.252,0.094,0.875,0.437,0.162,0.133,3,3,0,1,3,3,0,6,6,0.5,0.5,0.0,0.0,0.0
175,Kirox,11.41,0.234,0.238,0.056,0.9,0.467,0.103,0.089,60,50,7,10,28,25,4,117,57,0.543,0.526,-0.016,0.04,0.0
398,kabao,11.393,0.243,0.256,0.047,0.95,0.461,0.135,0.064,67,62,1,10,33,26,0,130,59,0.519,0.559,0.04,0.018,0.001
112,Legitted,11.357,0.263,0.308,0.031,0.953,0.465,0.108,0.094,20,23,3,8,20,23,3,46,46,0.467,0.467,0.0,-0.025,0.0
104,joey,11.346,0.283,0.272,0.131,0.912,0.538,0.176,0.124,31,42,1,10,25,31,1,74,57,0.426,0.447,0.022,-0.063,0.0
326,pomo,11.298,0.249,0.246,0.094,0.9,0.476,0.151,0.076,17,11,0,5,17,11,0,28,28,0.607,0.607,0.0,0.0,0.0
230,BigSmo,11.267,0.255,0.263,0.078,0.95,0.478,0.141,0.076,56,60,6,10,26,25,3,122,54,0.484,0.509,0.026,-0.015,0.0
66,bamboo,11.249,0.285,0.308,0.098,0.938,0.497,0.162,0.108,18,27,1,8,18,27,1,46,46,0.402,0.402,0.0,-0.074,0.0
327,Flato,11.201,0.252,0.272,0.069,0.925,0.473,0.122,0.076,36,39,4,10,27,28,2,79,57,0.481,0.491,0.01,-0.016,0.0
149,Zozo,11.19,0.244,0.252,0.047,1.0,0.474,0.108,0.078,4,7,0,2,4,7,0,11,11,0.364,0.364,0.0,0.0,0.0
417,YellowRose,11.182,0.244,0.278,0.094,0.875,0.433,0.108,0.044,1,4,0,1,1,4,0,5,5,0.2,0.2,0.0,0.0,0.0
201,rorf,11.136,0.237,0.224,0.071,0.911,0.494,0.12,0.089,20,19,1,7,20,19,1,40,40,0.512,0.512,0.0,0.009,0.0
144,liljakatsuragi,11.12,0.241,0.246,0.042,0.875,0.467,0.108,0.126,10,6,1,3,10,6,1,17,17,0.618,0.618,0.0,0.0,0.0
335,xeyz,11.084,0.239,0.234,0.062,1.0,0.526,0.081,0.067,4,1,0,1,4,1,0,5,5,0.8,0.8,0.0,0.0,0.0
146,tapumomo,11.008,0.236,0.242,0.083,0.917,0.44,0.126,0.059,6,11,1,3,6,11,1,18,18,0.361,0.361,0.0,0.0,0.0
353,Solosion,10.997,0.236,0.255,0.062,1.0,0.406,0.108,0.059,8,8,1,3,8,8,1,17,17,0.5,0.5,0.0,0.0,0.0
119,Fumiii,10.994,0.235,0.246,0.057,0.854,0.46,0.113,0.085,17,17,1,6,17,17,1,35,35,0.5,0.5,0.0,0.0,0.0
123,Konsumenci,10.945,0.233,0.219,0.062,1.0,0.5,0.081,0.089,3,2,0,1,3,2,0,5,5,0.6,0.6,0.0,0.0,0.0
134,Jakemonkey,10.879,0.247,0.273,0.066,0.912,0.443,0.105,0.089,24,29,4,10,24,29,4,57,57,0.456,0.456,0.0,-0.035,0.0
370,Andrey_K,10.83,0.228,0.199,0.094,0.938,0.508,0.122,0.056,10,12,0,4,10,12,0,22,22,0.455,0.455,0.0,0.0,0.0
356,Isekaijoucho,10.81,0.227,0.208,0.031,1.0,0.481,0.135,0.067,2,3,1,1,2,3,1,6,6,0.417,0.417,0.0,0.0,0.0
247,Shadow,10.787,0.226,0.162,0.062,1.0,0.578,0.189,0.022,4,2,0,1,4,2,0,6,6,0.667,0.667,0.0,0.0,0.0
325,Swapin,10.771,0.226,0.25,0.05,0.825,0.431,0.081,0.08,9,19,0,5,9,19,0,28,28,0.321,0.321,0.0,0.0,0.0
330,_nadeshiko,10.753,0.262,0.263,0.099,0.875,0.513,0.135,0.107,13,20,0,6,13,20,0,33,33,0.394,0.394,0.0,-0.073,0.0
349,Porte,10.73,0.184,0.162,0.034,0.888,0.438,0.057,0.049,47,30,2,10,34,20,2,79,56,0.608,0.625,0.017,0.092,0.0
348,Heleos,10.689,0.216,0.229,0.031,0.95,0.414,0.084,0.06,31,29,3,10,29,26,3,63,58,0.516,0.526,0.01,0.013,0.0
478,jaimeywea,10.659,0.221,0.224,0.052,1.0,0.427,0.09,0.052,6,9,2,3,6,9,2,17,17,0.412,0.412,0.0,0.0,0.0
141,Gua,10.639,0.22,0.222,0.052,0.833,0.472,0.108,0.052,8,9,0,3,8,9,0,17,17,0.471,0.471,0.0,0.0,0.0
35,Akaze,10.526,0.215,0.264,0.062,0.5,0.388,0.054,0.133,2,4,0,1,2,4,0,6,6,0.333,0.333,0.0,0.0,0.0
373,harges,10.472,0.213,0.204,0.016,0.938,0.484,0.068,0.078,5,6,0,2,5,6,0,11,11,0.455,0.455,0.0,0.0,0.0
463,Gabetin,10.456,0.176,0.16,0.031,0.833,0.414,0.072,0.026,20,12,1,6,20,12,1,33,33,0.621,0.621,0.0,0.084,0.0
241,yasashiikumo,10.441,0.245,0.27,0.025,0.9,0.47,0.116,0.087,38,53,4,10,25,28,2,95,55,0.421,0.473,0.052,-0.07,0.001
155,Unborned,10.356,0.208,0.204,0.039,0.906,0.455,0.088,0.039,14,8,0,4,14,8,0,22,22,0.636,0.636,0.0,0.0,0.0
139,benevelante,10.353,0.207,0.219,0.016,0.844,0.425,0.095,0.056,14,9,0,4,14,9,0,23,23,0.609,0.609,0.0,0.0,0.0
263,Tvaz,10.307,0.205,0.219,0.031,1.0,0.367,0.054,0.067,1,3,2,1,1,3,2,6,6,0.333,0.333,0.0,0.0,0.0
121,Janoxx,10.266,0.204,0.187,0.031,0.85,0.468,0.103,0.058,16,10,0,5,16,10,0,26,26,0.615,0.615,0.0,0.0,0.0
382,Shiku,10.262,0.203,0.194,0.021,1.0,0.47,0.045,0.052,8,7,0,3,8,7,0,15,15,0.533,0.533,0.0,0.0,0.0
336,fiftypercentweeb,10.243,0.23,0.248,0.047,0.925,0.44,0.086,0.071,26,35,3,10,23,32,3,64,58,0.43,0.422,-0.007,-0.057,0.0
376,qwecocacola,10.18,0.2,0.212,0.021,0.625,0.436,0.126,0.052,11,7,0,3,11,7,0,18,18,0.611,0.611,0.0,0.0,0.0
181,Yolowolf75,10.166,0.199,0.176,0.031,1.0,0.468,0.108,0.0,2,3,0,1,2,3,0,5,5,0.4,0.4,0.0,0.0,0.0
1,atsui,10.162,0.199,0.192,0.044,0.9,0.435,0.076,0.04,10,19,0,5,10,19,0,29,29,0.345,0.345,0.0,0.0,0.0
367,PotassiumF,10.15,0.199,0.217,0.031,1.0,0.378,0.027,0.044,2,4,0,1,2,4,0,6,6,0.333,0.333,0.0,0.0,0.0
413,zokie,10.135,0.198,0.194,0.021,0.958,0.42,0.063,0.052,5,12,1,3,5,12,1,18,18,0.306,0.306,0.0,0.0,0.0
147,thjalago,10.1,0.196,0.212,0.0,0.75,0.469,0.081,0.022,4,2,0,1,4,2,0,6,6,0.667,0.667,0.0,0.0,0.0
236,Serozero,10.085,0.196,0.197,0.047,0.75,0.406,0.095,0.056,2,9,1,2,2,9,1,12,12,0.208,0.208,0.0,0.0,0.0
318,Nephirea,10.082,0.196,0.239,0.0,0.75,0.374,0.081,0.022,4,2,0,1,4,2,0,6,6,0.667,0.667,0.0,0.0,0.0
320,YunnN,10.064,0.195,0.25,0.0,0.875,0.354,0.0,0.044,3,2,0,1,3,2,0,5,5,0.6,0.6,0.0,0.0,0.0
291,ss_r_white_pony,10.053,0.197,0.193,0.05,0.912,0.414,0.081,0.029,27,28,1,10,27,28,1,56,56,0.491,0.491,0.0,-0.007,0.0
328,tskr,10.004,0.192,0.185,0.031,0.875,0.431,0.081,0.03,7,8,2,3,7,8,2,17,17,0.471,0.471,0.0,0.0,0.0
85,Animerod,9.996,0.192,0.193,0.0,1.0,0.462,0.0,0.044,1,3,0,1,1,3,0,4,4,0.25,0.25,0.0,0.0,0.0
217,ShelterRin,9.845,0.185,0.205,0.0,0.917,0.363,0.027,0.052,7,10,0,3,7,10,0,17,17,0.412,0.412,0.0,0.0,0.0
223,VuhrCulls,9.84,0.176,0.154,0.031,0.838,0.42,0.057,0.051,48,44,3,10,32,24,0,95,56,0.521,0.571,0.05,0.019,0.001
401,Spartric,9.775,0.199,0.193,0.028,0.962,0.41,0.073,0.051,49,58,4,10,23,31,3,111,57,0.459,0.43,-0.03,-0.037,0.0
466,metak,9.716,0.179,0.152,0.016,1.0,0.43,0.041,0.044,5,5,1,2,5,5,1,11,11,0.5,0.5,0.0,0.0,0.0
483,25,9.671,0.177,0.162,0.031,0.875,0.374,0.054,0.067,3,3,0,1,3,3,0,6,6,0.5,0.5,0.0,0.0,0.0
259,Patoche49,9.667,0.177,0.176,0.01,0.958,0.367,0.063,0.015,10,5,1,3,10,5,1,16,16,0.656,0.656,0.0,0.0,0.0
292,FeyFey,9.628,0.184,0.179,0.031,0.775,0.428,0.07,0.038,71,77,4,10,22,34,2,152,58,0.48,0.397,-0.084,-0.019,0.0
338,ranny,9.605,0.174,0.144,0.031,0.875,0.447,0.07,0.018,14,13,2,5,14,13,2,29,29,0.517,0.517,0.0,0.0,0.0
107,Cindergoat,9.568,0.173,0.122,0.031,0.833,0.48,0.063,0.059,8,9,1,3,8,9,1,18,18,0.472,0.472,0.0,0.0,0.0
168,Lightning,9.549,0.172,0.201,0.01,0.792,0.341,0.036,0.015,3,10,2,3,3,10,2,15,15,0.267,0.267,0.0,0.0,0.0
368,arpia97,9.532,0.171,0.173,0.016,0.781,0.385,0.034,0.05,12,10,1,4,12,10,1,23,23,0.543,0.543,0.0,0.0,0.0
393,Kyuuuu,9.508,0.17,0.139,0.031,0.688,0.466,0.061,0.056,10,12,0,4,10,12,0,22,22,0.455,0.455,0.0,0.0,0.0
477,FurLain,9.504,0.17,0.145,0.0,0.875,0.439,0.054,0.033,6,5,1,2,6,5,1,12,12,0.542,0.542,0.0,0.0,0.0
322,Catge,9.322,0.161,0.143,0.021,0.792,0.406,0.054,0.022,10,6,1,3,10,6,1,17,17,0.618,0.618,0.0,0.0,0.0
416,OkitaNobu,9.31,0.161,0.153,0.019,0.825,0.364,0.043,0.027,63,63,7,10,25,27,4,133,56,0.5,0.482,-0.018,0.0,0.0
422,MapleSyyrup,9.166,0.154,0.099,0.031,1.0,0.393,0.054,0.022,1,5,0,1,1,5,0,6,6,0.167,0.167,0.0,0.0,0.0
443,Loirinzz,9.139,0.153,0.111,0.016,0.938,0.406,0.027,0.033,5,5,0,2,5,5,0,10,10,0.5,0.5,0.0,0.0,0.0
332,Mangalodon,9.051,0.149,0.159,0.031,0.375,0.383,0.054,0.044,3,2,1,1,3,2,1,6,6,0.583,0.583,0.0,0.0,0.0
388,Tsuni,9.038,0.161,0.112,0.021,0.854,0.45,0.054,0.044,16,19,1,6,16,19,1,36,36,0.458,0.458,0.0,-0.029,0.0
453,RyoutaVN,8.977,0.169,0.158,0.019,0.825,0.392,0.057,0.033,60,76,5,10,23,32,4,141,59,0.443,0.424,-0.02,-0.055,0.0
357,chommy,8.881,0.147,0.116,0.019,0.675,0.428,0.046,0.029,77,82,6,10,24,30,3,165,57,0.485,0.447,-0.037,-0.015,0.0
437,Loomi,8.864,0.14,0.113,0.0,0.625,0.42,0.054,0.022,2,4,0,1,2,4,0,6,6,0.333,0.333,0.0,0.0,0.0
400,Vr0003,8.862,0.14,0.144,0.0,0.5,0.461,0.0,0.0,3,3,0,1,3,3,0,6,6,0.5,0.5,0.0,0.0,0.0
431,Luna,8.807,0.138,0.112,0.031,0.875,0.301,0.027,0.022,1,4,1,1,1,4,1,6,6,0.25,0.25,0.0,0.0,0.0
174,TateyamaAyano,8.744,0.135,0.082,0.031,1.0,0.352,0.027,0.0,4,2,0,1,4,2,0,6,6,0.667,0.667,0.0,0.0,0.0
172,oolli,8.707,0.133,0.121,0.0,0.875,0.293,0.027,0.0,3,3,0,1,3,3,0,6,6,0.5,0.5,0.0,0.0,0.0
253,Rhummy,8.626,0.129,0.092,0.031,0.75,0.357,0.041,0.0,5,4,2,2,5,4,2,11,11,0.545,0.545,0.0,0.0,0.0
395,LordGrond,8.587,0.119,0.105,0.0,0.729,0.288,0.023,0.007,18,16,0,6,18,16,0,34,34,0.529,0.529,0.0,0.02,0.0
169,yashadox,8.564,0.195,0.195,0.041,0.925,0.403,0.07,0.036,19,42,1,10,17,38,1,62,56,0.315,0.312,-0.002,-0.15,0.0
405,anicomi,8.269,0.155,0.124,0.009,0.929,0.4,0.039,0.016,14,25,1,7,14,25,1,40,40,0.362,0.362,0.0,-0.1,0.0
462,hakohoka,8.253,0.111,0.045,0.0,0.875,0.343,0.036,0.007,9,7,1,3,9,7,1,17,17,0.559,0.559,0.0,0.0,0.0
474,Nomu,8.219,0.11,0.076,0.0,0.75,0.321,0.0,0.011,6,5,1,2,6,5,1,12,12,0.542,0.542,0.0,0.0,0.0
454,Xandyl,8.073,0.103,0.065,0.0,0.75,0.286,0.0,0.022,0,4,1,1,0,4,1,5,5,0.1,0.1,0.0,0.0,0.0
399,ElJuanchi,7.979,0.142,0.155,0.01,0.75,0.287,0.014,0.026,11,21,1,6,11,21,1,33,33,0.348,0.348,0.0,-0.105,0.0
475,medley_n8tes,7.952,0.097,0.106,0.0,0.625,0.184,0.0,0.0,4,1,1,1,4,1,1,6,6,0.75,0.75,0.0,0.0,0.0
410,FoopyPoopy,7.643,0.108,0.076,0.013,0.643,0.319,0.023,0.003,15,22,1,7,15,22,1,38,38,0.408,0.408,0.0,-0.066,0.0
