Player ID,PlayerName,ELONOWR,RANK,GuessRate,erigs,Seven8,avg8,LivesTaken,LivesSaved,TotalSongs,WIN,LOSE,TIE,Samples,WINSTREAK,LOSESTREAK,TIESTREAK,ELO
128,apurplenose,86.12,0.287,0.351,0.001,0.8,0.504,6.5,6.9,134.4,327,327,27,10,28,29,2,86.12
129,peeku,91.73,0.306,0.397,0.001,0.0,0.513,7.6,6.4,140.3,165,173,15,10,30,26,2,91.73
133,ChrisLefko,68.71,0.229,0.252,0.0,1.4,0.433,3.1,3.3,137.2,82,87,6,10,24,32,2,68.71
134,Jakemonkey,74.19,0.247,0.293,0.0,0.3,0.445,3.0,4.2,140.4,173,162,16,10,29,24,4,74.19
139,benevelante,64.5,0.215,0.219,0.0,1.25,0.425,3.5,2.5,128.0,14,9,0,4,14,9,0,64.5
141,Gua,77.83,0.259,0.259,0.001,1.0,0.519,5.5,5.9,132.4,115,106,2,10,29,28,1,77.83
143,mahzrunner,74.09,0.247,0.263,0.001,0.5,0.476,4.8,2.6,133.2,373,368,29,10,32,25,2,74.09
144,liljakatsuragi,68.11,0.227,0.235,0.0,0.9,0.446,3.1,3.2,134.2,34,33,3,10,27,29,2,68.11
146,tapumomo,71.0,0.237,0.259,0.001,0.667,0.449,4.5,2.333,131.833,15,17,2,6,15,17,2,71.0
147,thjalago,67.93,0.226,0.212,0.0,2.0,0.469,3.0,1.0,118.0,4,2,0,1,4,2,0,67.93
148,uy5gf,60.76,0.203,0.208,0.0,0.5,0.399,3.5,2.0,139.0,6,6,0,2,6,6,0,60.76
149,Zozo,71.19,0.237,0.286,0.0,1.0,0.422,4.4,4.0,148.9,82,83,6,10,30,23,5,71.19
150,Bommie,51.17,0.171,0.089,0.0,1.0,0.429,1.0,1.0,101.0,1,4,0,1,1,4,0,51.17
154,Sayuriii,41.58,0.139,0.087,0.0,0.0,0.333,1.0,0.0,104.0,3,2,0,1,3,2,0,41.58
155,Unborned,56.54,0.188,0.189,0.0,1.3,0.376,1.9,1.8,139.8,65,58,5,10,27,30,2,56.54
159,legrandort,53.55,0.178,0.153,0.0,1.5,0.384,1.125,1.625,130.375,23,20,1,8,23,20,1,53.55
160,Skychael,76.47,0.255,0.282,0.001,0.7,0.48,5.4,4.3,135.4,169,157,10,10,33,21,5,76.47
166,gw13,57.1,0.19,0.171,0.0,0.333,0.401,2.0,0.333,129.667,9,8,0,3,9,8,0,57.1
168,Lightning,54.08,0.18,0.194,0.0,1.429,0.345,2.0,1.143,133.286,19,18,2,7,19,18,2,54.08
169,yashadox,57.02,0.19,0.19,0.0,0.5,0.38,1.2,1.6,129.2,130,144,10,10,24,31,2,57.02
171,JustAWeirdo,46.59,0.155,0.127,0.0,0.0,0.341,1.0,0.0,142.0,3,1,1,1,3,1,1,46.59
172,oolli,52.01,0.173,0.134,0.0,0.5,0.389,2.0,0.5,143.5,6,6,0,2,6,6,0,52.01
174,TateyamaAyano,45.51,0.152,0.106,0.0,1.0,0.353,1.333,0.333,141.0,10,8,0,3,10,8,0,45.51
175,Kirox,72.62,0.242,0.273,0.0,0.1,0.45,3.2,3.0,131.4,179,184,15,10,28,28,2,72.62
176,Spitzell,76.56,0.255,0.264,0.001,0.0,0.5,6.0,6.0,144.0,2,4,0,1,2,4,0,76.56
177,oh95,78.94,0.263,0.316,0.0,0.4,0.469,3.7,7.0,133.7,64,67,3,10,27,29,1,78.94
178,Eryth,139.29,0.464,0.706,0.004,0.0,0.664,21.5,27.9,127.0,35,32,1,10,26,30,1,139.29
179,Floth,68.07,0.227,0.202,0.0,1.6,0.48,4.0,2.6,122.1,21,33,1,10,21,33,1,68.07
180,psirockin,57.99,0.193,0.153,0.0,1.75,0.43,1.75,2.0,142.0,12,12,0,4,12,12,0,57.99
181,Yolowolf75,64.22,0.214,0.176,0.0,0.0,0.468,4.0,0.0,102.0,2,3,0,1,2,3,0,64.22
191,redeyes,67.17,0.224,0.243,0.0,1.2,0.427,2.8,2.6,134.2,41,45,3,10,25,28,3,67.17
194,Math1234,101.0,0.337,0.468,0.001,0.0,0.531,9.0,15.0,146.5,7,4,1,2,7,4,1,101.0
199,BijouKoseki,55.73,0.186,0.17,0.0,0.3,0.388,2.2,1.9,135.0,54,57,5,10,24,33,3,55.73
201,rorf,68.48,0.228,0.219,0.0,1.5,0.466,3.2,3.6,132.1,35,45,1,10,23,36,0,68.48
214,Torradinhas,65.42,0.218,0.191,0.0,0.0,0.465,3.0,1.5,135.0,5,6,0,2,5,6,0,65.42
217,ShelterRin,65.65,0.219,0.211,0.0,0.3,0.446,2.4,3.3,128.3,32,33,2,10,26,27,2,65.65
221,Neumann,79.4,0.265,0.32,0.001,0.7,0.469,5.9,4.7,146.6,187,145,12,10,36,21,1,79.4
223,VuhrCulls,50.81,0.169,0.149,0.0,2.3,0.361,1.9,1.3,141.5,266,259,15,10,31,23,3,50.81
225,MythAndroid,50.73,0.169,0.137,0.0,2.5,0.373,2.0,0.25,120.0,9,8,3,4,9,8,3,50.73
228,Dry,88.08,0.294,0.315,0.001,0.6,0.563,7.9,8.4,136.0,163,149,3,10,29,28,1,88.08
230,BigSmo,69.67,0.232,0.262,0.0,0.5,0.432,4.4,3.2,141.7,202,200,13,10,32,24,2,69.67
236,Serozero,58.55,0.195,0.182,0.0,1.4,0.405,2.8,1.3,135.7,84,112,8,10,30,24,3,58.55
238,Progenitor,75.25,0.251,0.27,0.001,0.3,0.481,4.5,4.0,130.8,98,91,8,10,24,31,2,75.25
241,yasashiikumo,74.86,0.25,0.279,0.0,0.6,0.467,3.6,3.1,136.1,194,208,10,10,25,30,2,74.86
244,KNotAnyMore,88.36,0.295,0.235,0.001,0.0,0.652,8.0,7.0,136.0,4,2,0,1,4,2,0,88.36
247,Shadow,59.65,0.199,0.134,0.0,1.143,0.467,2.286,1.429,126.429,17,23,0,7,17,23,0,59.65
248,eternity,97.08,0.324,0.335,0.002,1.0,0.633,11.75,7.5,115.25,12,11,0,4,12,11,0,97.08
250,md22,80.58,0.269,0.33,0.001,1.0,0.47,5.5,5.1,139.5,117,134,9,10,24,31,3,80.58
253,Rhummy,49.76,0.166,0.087,0.0,2.0,0.417,1.667,0.333,125.667,6,9,2,3,6,9,2,49.76
259,Patoche49,57.27,0.191,0.181,0.0,0.571,0.393,2.286,1.857,135.286,23,14,2,7,23,14,2,57.27
260,AnotherWish,73.14,0.244,0.204,0.001,2.167,0.53,4.5,4.5,134.167,12,19,3,6,12,19,3,73.14
263,Tvaz,68.83,0.229,0.215,0.0,0.4,0.474,3.5,3.1,128.1,107,84,5,10,36,19,3,68.83
265,LaggyGlassySky,77.65,0.259,0.244,0.001,2.5,0.534,6.5,6.0,141.5,6,4,1,2,6,4,1,77.65
268,civiltwlight,115.28,0.384,0.549,0.002,0.2,0.59,14.0,16.2,145.9,74,77,9,10,28,27,5,115.28
269,icefeed2,57.74,0.192,0.173,0.0,1.333,0.406,2.0,2.0,136.667,4,11,1,3,4,11,1,57.74
271,mitsorubi,45.98,0.153,0.098,0.0,1.25,0.365,1.25,0.75,113.0,8,11,2,4,8,11,2,45.98
274,Mami,93.81,0.313,0.407,0.001,0.6,0.523,8.5,11.9,148.9,237,234,20,10,25,30,4,93.81
275,Kryuell,84.79,0.283,0.342,0.001,0.1,0.501,5.1,7.0,134.1,35,43,0,10,28,28,0,84.79
276,hmsuis,83.4,0.278,0.339,0.001,0.1,0.49,5.8,5.8,139.7,241,225,14,10,28,30,2,83.4
277,chemist,78.78,0.263,0.294,0.001,0.6,0.49,5.4,4.9,145.7,193,176,16,10,31,26,3,78.78
282,akatsuki,137.66,0.459,0.692,0.004,0.2,0.663,20.0,22.1,116.6,85,61,4,10,29,24,2,137.66
285,miiarad,72.78,0.243,0.25,0.0,0.125,0.476,4.5,5.0,137.125,18,28,1,8,18,28,1,72.78
286,Lakumix,76.42,0.255,0.266,0.001,1.0,0.496,6.9,4.0,136.7,257,262,17,10,25,32,3,76.42
289,Provenance,77.03,0.257,0.276,0.001,0.3,0.493,4.9,4.8,136.4,84,84,5,10,27,30,2,77.03
291,ss_r_white_pony,62.02,0.207,0.193,0.0,0.5,0.428,3.3,2.4,136.5,53,51,4,10,29,26,3,62.02
292,FeyFey,65.97,0.22,0.198,0.0,1.2,0.463,2.8,2.9,134.4,246,253,16,10,24,33,2,65.97
301,channina,146.45,0.488,0.794,0.004,0.1,0.643,24.3,29.1,133.3,84,94,4,10,26,30,2,146.45
307,kaededayo,84.23,0.281,0.357,0.001,0.2,0.479,6.6,4.9,145.6,41,40,4,10,27,27,4,84.23
311,beautiful,93.08,0.31,0.411,0.001,0.4,0.511,7.5,9.5,133.6,268,283,13,10,25,32,2,93.08
316,HakuiKoyori,53.75,0.179,0.15,0.0,2.1,0.39,1.2,2.0,136.7,39,40,5,10,24,29,5,53.75
317,Hyo,76.18,0.254,0.253,0.001,0.75,0.508,6.0,4.5,139.5,14,9,0,4,14,9,0,76.18
318,Nephirea,72.79,0.243,0.261,0.0,1.0,0.465,3.0,5.0,129.0,9,9,0,3,9,9,0,72.79
320,YunnN,69.15,0.23,0.243,0.0,0.667,0.447,2.667,3.333,114.0,10,6,0,3,10,6,0,69.15
321,jaimeywea,69.01,0.23,0.263,0.0,0.25,0.424,3.125,2.125,140.375,21,22,2,8,21,22,2,69.01
322,Catge,51.29,0.171,0.155,0.0,1.0,0.359,1.2,1.6,128.6,36,34,1,10,28,32,0,51.29
325,Swapin,68.63,0.229,0.247,0.0,0.6,0.438,3.8,4.0,136.4,69,73,3,10,25,28,3,68.63
326,pomo,72.93,0.243,0.25,0.001,0.556,0.478,4.889,3.556,131.444,27,22,0,9,27,22,0,72.93
327,Flato,76.47,0.255,0.288,0.001,0.6,0.473,5.3,3.6,127.8,44,47,6,10,26,29,4,76.47
328,tskr,63.12,0.21,0.194,0.0,0.889,0.438,3.444,1.444,135.222,25,23,4,9,25,23,4,63.12
330,_nadeshiko,83.45,0.278,0.314,0.001,1.8,0.517,7.0,4.7,140.4,61,71,1,10,26,34,0,83.45
332,Mangalodon,54.04,0.18,0.159,0.0,5.0,0.383,2.0,2.0,176.0,3,2,1,1,3,2,1,54.04
335,xeyz,61.89,0.206,0.178,0.0,1.0,0.443,2.667,1.444,117.444,19,29,1,9,19,29,1,61.89
336,fiftypercentweeb,65.38,0.218,0.233,0.0,0.6,0.419,2.6,3.3,145.2,49,65,4,10,24,33,3,65.38
338,ranny,53.88,0.18,0.143,0.0,1.4,0.398,2.1,1.1,151.0,28,32,4,10,27,29,3,53.88
343,inta,54.49,0.182,0.145,0.0,1.3,0.403,2.4,1.8,134.9,45,46,2,10,30,28,0,54.49
344,Naizuri,69.05,0.23,0.26,0.0,0.2,0.428,4.0,3.2,142.3,58,45,7,10,31,23,4,69.05
347,Selaph,87.67,0.292,0.401,0.0,0.9,0.467,5.4,7.3,149.2,124,107,12,10,30,24,4,87.67
348,Heleos,62.72,0.209,0.216,0.0,0.8,0.41,2.9,1.6,129.3,78,67,4,10,28,28,1,62.72
349,Porte,60.5,0.202,0.181,0.0,1.4,0.425,2.2,2.5,132.3,97,79,2,10,30,28,0,60.5
353,Solosion,74.8,0.249,0.265,0.001,0.5,0.481,4.9,3.7,128.2,31,37,5,10,23,29,4,74.8
356,Isekaijoucho,68.77,0.229,0.208,0.0,0.0,0.481,5.0,3.0,130.0,2,3,1,1,2,3,1,68.77
357,chommy,61.05,0.203,0.166,0.0,2.4,0.447,2.7,2.1,140.8,298,292,15,10,36,21,3,61.05
358,mangoss,75.92,0.253,0.304,0.0,1.0,0.451,6.0,4.0,148.0,2,4,0,1,2,4,0,75.92
361,Theaddist,78.28,0.261,0.294,0.0,1.0,0.486,4.0,3.0,136.0,4,2,0,1,4,2,0,78.28
364,I_dont_like_loli,39.36,0.131,0.11,0.0,4.0,0.286,0.0,1.0,146.0,1,4,0,1,1,4,0,39.36
365,2G70,76.38,0.255,0.242,0.001,1.0,0.522,5.0,4.5,157.0,7,4,0,2,7,4,0,76.38
366,AitsukiNakuru,74.98,0.25,0.266,0.001,0.667,0.481,6.0,5.0,158.333,8,9,0,3,8,9,0,74.98
367,PotassiumF,63.54,0.212,0.186,0.0,0.333,0.451,2.0,2.333,135.667,8,10,0,3,8,10,0,63.54
368,arpia97,67.17,0.224,0.199,0.001,1.9,0.474,4.7,2.9,134.0,91,78,5,10,32,26,1,67.17
369,florenz,85.12,0.284,0.368,0.001,0.2,0.476,5.2,7.5,144.5,137,152,15,10,28,28,2,85.12
370,Andrey_K,71.57,0.239,0.227,0.001,0.6,0.489,5.5,3.0,125.1,25,34,2,10,21,33,2,71.57
373,harges,81.9,0.273,0.311,0.001,0.3,0.505,5.6,7.1,130.2,47,44,1,10,31,26,0,81.9
376,qwecocacola,58.48,0.195,0.173,0.0,1.333,0.413,3.0,1.667,134.0,26,26,1,9,26,26,1,58.48
378,erzakuran,35.02,0.117,0.042,0.0,2.0,0.314,0.0,0.0,120.0,2,4,0,1,2,4,0,35.02
379,CipherKai,79.44,0.265,0.346,0.0,0.4,0.442,4.4,3.8,136.1,46,39,2,10,31,25,1,79.44
382,Shiku,57.07,0.19,0.207,0.0,0.8,0.363,2.4,0.8,128.4,39,47,1,10,26,28,1,57.07
384,Miki_Hoshii,127.24,0.424,0.627,0.003,0.1,0.626,18.6,22.1,133.6,111,102,6,10,26,32,1,127.24
387,ponbot,77.97,0.26,0.287,0.001,0.5,0.49,5.4,4.9,137.8,69,73,6,10,28,29,2,77.97
388,Tsuni,51.31,0.171,0.108,0.0,1.625,0.41,1.625,1.75,127.875,24,23,1,8,24,23,1,51.31
393,Kyuuuu,55.97,0.187,0.134,0.0,1.7,0.43,2.3,1.3,128.3,85,96,4,10,24,32,0,55.97
394,Komari,82.77,0.276,0.257,0.0,1.0,0.571,3.0,7.0,101.0,1,4,0,1,1,4,0,82.77
395,LordGrond,45.18,0.151,0.106,0.0,1.0,0.349,1.5,0.6,130.7,69,61,2,10,28,28,1,45.18
398,kabao,73.03,0.243,0.268,0.0,0.5,0.46,3.1,3.2,133.7,225,233,10,10,27,31,1,73.03
399,ElJuanchi,48.36,0.161,0.145,0.0,1.6,0.34,0.8,1.0,132.8,55,66,2,10,29,25,1,48.36
400,Vr0003,67.53,0.225,0.202,0.0,1.2,0.475,3.0,3.6,124.6,114,101,4,10,30,27,0,67.53
401,Spartric,59.16,0.197,0.217,0.0,0.7,0.373,2.2,2.7,131.9,210,224,12,10,27,27,2,59.16
403,AnnaYanami,71.58,0.239,0.26,0.0,0.2,0.454,4.4,3.7,144.0,162,153,10,10,24,29,2,71.58
405,anicomi,50.57,0.169,0.123,0.0,1.0,0.386,1.5,1.2,136.8,84,88,6,10,29,28,2,50.57
410,FoopyPoopy,38.96,0.13,0.098,0.0,3.7,0.294,0.9,1.2,139.5,73,89,7,10,26,28,3,38.96
413,zokie,73.48,0.245,0.289,0.0,0.2,0.442,4.6,3.7,127.3,87,97,11,10,25,28,3,73.48
416,OkitaNobu,65.15,0.217,0.203,0.0,1.3,0.45,3.0,2.9,131.9,225,213,13,10,28,32,0,65.15
417,YellowRose,68.38,0.228,0.232,0.001,1.0,0.451,2.5,1.5,119.5,3,7,0,2,3,7,0,68.38
419,keysha18,52.22,0.174,0.126,0.0,0.333,0.4,1.0,0.333,130.667,12,5,0,3,12,5,0,52.22
422,MapleSyyrup,48.76,0.163,0.099,0.0,0.0,0.393,2.0,1.0,161.0,1,5,0,1,1,5,0,48.76
426,brandon_K,48.97,0.163,0.042,0.0,1.0,0.457,1.0,1.0,120.0,2,3,0,1,2,3,0,48.97
430,HaruUrara,86.82,0.289,0.312,0.001,1.3,0.553,6.7,5.6,125.7,83,69,3,10,25,27,2,86.82
431,Luna,51.8,0.173,0.13,0.0,1.8,0.391,1.6,1.4,125.5,47,47,5,10,31,26,2,51.8
437,Loomi,52.78,0.176,0.113,0.0,3.0,0.42,2.0,1.0,151.0,2,4,0,1,2,4,0,52.78
441,Dav1d,57.55,0.192,0.144,0.0,1.6,0.435,2.3,2.4,132.9,25,29,2,10,25,29,2,57.55
443,Loirinzz,51.25,0.171,0.111,0.0,0.5,0.406,1.0,1.5,99.0,5,5,0,2,5,5,0,51.25
452,Kynn,70.26,0.234,0.243,0.0,1.0,0.458,4.5,3.5,128.9,37,30,1,10,29,27,1,70.26
453,RyoutaVN,57.16,0.191,0.17,0.0,0.6,0.403,2.5,1.4,136.9,124,144,10,10,29,24,4,57.16
454,Xandyl,34.69,0.116,0.065,0.0,2.0,0.286,0.0,1.0,123.0,0,4,1,1,0,4,1,34.69
459,SIXSEVEN,52.69,0.176,0.127,0.0,1.5,0.403,1.0,0.5,135.0,4,7,0,2,4,7,0,52.69
462,hakohoka,38.82,0.129,0.061,0.0,1.375,0.333,1.125,0.375,139.5,20,24,2,8,20,24,2,38.82
463,Sabetin,55.63,0.185,0.164,0.0,1.9,0.394,1.8,1.4,135.0,37,29,1,10,32,25,0,55.63
464,Najeem,56.87,0.19,0.064,0.0,0.0,0.514,2.0,2.0,157.0,2,4,0,1,2,4,0,56.87
466,metak,54.8,0.183,0.158,0.0,1.0,0.392,1.667,2.167,138.167,18,15,1,6,18,15,1,54.8
472,Whales6978,44.84,0.149,0.104,0.0,0.667,0.348,0.667,0.333,109.333,8,10,0,3,8,10,0,44.84
474,Nomu,39.3,0.131,0.076,0.0,2.0,0.321,0.0,0.5,134.5,6,5,1,2,6,5,1,39.3
475,medley_n8tes,29.05,0.097,0.106,0.0,3.0,0.184,0.0,0.0,132.0,4,1,1,1,4,1,1,29.05
477,FurLain,57.75,0.192,0.166,0.0,1.0,0.414,2.333,1.333,120.667,10,7,1,3,10,7,1,57.75
480,Tugia,69.62,0.232,0.241,0.0,0.8,0.454,3.4,3.2,142.7,159,133,4,10,31,28,1,69.62
