# Full PV List:
ID: 4 | watashiii played like a 131.24. (Current rank 131.24, Δ0.0)
ID: 489 | zomg played like a 63.02. (Current rank 63.02, Δ0.0)
ID: 494 | potatoedtoast played like a 54.91. (Current rank 54.91, Δ0.0)
ID: 505 | MaikaSasaki played like a 74.6. (Current rank 74.6, Δ0.0)
ID: 511 | nekko_khayal played like a 58.36. (Current rank 58.36, Δ0.0)
ID: 518 | kombofuud played like a 46.0. (Current rank 46.0, Δ0.0)
ID: 523 | seanpk played like a 65.69. (Current rank 65.69, Δ0.0)

# MVPS:
:first_place: watashiii. Played like a 131.24 rank (Current Rank: 131.24, Δ0.0)
:second_place: ID: shadowpandax. Played like a 132.24 rank (Current Rank: 132.24, Δ0.0)
:third_place: ID: KaoriMaeda. Played like a 89.29 rank (Current Rank: 89.29, Δ0.0)
