Player ID,PlayerName,ELONOWR,RANK,GuessRate,erigs,Seven8,avg8,LivesTaken,LivesSaved,TotalSongs,WIN,LOSE,TIE,Samples,WINSTREAK,LOSESTREAK,TIESTREAK,ELO
72,ruuka,81.68,0.272,0.333,0.0,2.0,0.478,7.0,4.0,129.0,5,1,0,1,5,1,0,81.68
77,neptune,79.7,0.266,0.378,0.0,0.0,0.41,3.5,5.0,160.5,6,11,1,2,4,8,0,79.7
78,doomchicken,81.73,0.272,0.35,0.001,1.0,0.461,6.0,9.0,140.0,5,6,1,1,2,4,0,81.73
79,JuliAless64,87.91,0.293,0.357,0.001,0.0,0.517,7.333,6.333,142.667,9,8,1,3,9,8,1,87.91
82,ShiinaMahiru,87.44,0.291,0.377,0.0,0.0,0.49,8.0,7.0,159.0,2,3,1,1,2,3,1,87.44
87,Beokros,76.94,0.256,0.262,0.001,0.5,0.506,4.0,4.5,139.5,3,7,2,2,3,7,2,76.94
91,Baikinman,87.73,0.292,0.279,0.002,0.0,0.598,7.0,10.5,134.0,10,8,0,2,7,5,0,87.73
103,mrwolf2,79.14,0.264,0.306,0.002,1.5,0.481,5.5,4.0,147.5,6,6,0,2,6,6,0,79.14
104,joey,79.92,0.266,0.258,0.0,0.0,0.541,3.0,5.0,147.0,6,11,1,1,0,6,0,79.92
106,cafezinho,83.94,0.28,0.304,0.001,1.0,0.533,4.0,10.0,135.0,5,1,0,1,5,1,0,83.94
114,Mayottatoki,77.6,0.259,0.265,0.001,1.0,0.509,3.0,7.0,147.0,4,2,0,1,4,2,0,77.6
115,Saiki,73.76,0.246,0.144,0.001,2.0,0.599,6.0,3.0,133.5,10,14,0,2,4,8,0,73.76
119,Fumiii,81.0,0.27,0.296,0.001,0.2,0.511,6.2,7.2,143.8,20,14,2,5,16,12,2,81.0
124,LelPop,89.84,0.299,0.248,0.003,0.0,0.651,11.0,9.0,137.0,2,3,1,1,2,3,1,89.84
126,shadismith,58.83,0.196,0.195,0.0,3.0,0.393,1.0,3.0,123.0,2,4,0,1,2,4,0,58.83
134,Jakemonkey,75.83,0.253,0.199,0.001,0.0,0.563,4.5,5.0,116.0,2,10,0,2,2,10,0,75.83
143,mahzrunner,78.63,0.262,0.27,0.001,0.167,0.515,3.5,4.167,113.667,18,22,4,6,12,16,4,78.63
149,Zozo,82.07,0.274,0.357,0.001,0.0,0.457,8.0,4.0,129.0,7,4,1,1,5,1,0,82.07
150,Bommie,78.13,0.26,0.243,0.001,0.0,0.538,4.0,2.5,87.5,6,9,1,2,5,4,1,78.13
155,Unborned,55.81,0.186,0.145,0.0,2.0,0.417,2.0,4.0,166.0,2,4,0,1,2,4,0,55.81
164,IAmAsianNoob,53.75,0.179,0.126,0.0,0.0,0.415,1.5,2.5,98.0,2,6,2,2,2,6,2,53.75
166,gw13,48.26,0.161,0.145,0.0,1.0,0.339,0.0,1.0,166.0,2,4,0,1,2,4,0,48.26
171,JustAWeirdo,54.86,0.183,0.107,0.0,1.0,0.447,2.143,1.0,115.571,24,29,3,7,14,21,3,54.86
177,oh95,84.15,0.281,0.29,0.001,0.0,0.549,4.0,8.0,155.0,4,2,0,1,4,2,0,84.15
217,ShelterRin,77.02,0.257,0.239,0.001,0.0,0.532,2.5,8.5,146.5,7,9,2,2,5,6,1,77.02
221,Neumann,87.66,0.292,0.373,0.002,2.0,0.496,9.0,4.0,153.0,3,3,0,1,3,3,0,87.66
230,BigSmo,77.38,0.258,0.244,0.002,0.0,0.528,8.0,3.0,135.0,5,1,0,1,5,1,0,77.38
237,transfer,53.27,0.178,0.083,0.0,13.0,0.457,2.0,2.0,181.0,2,4,0,1,2,4,0,53.27
269,icefeed2,59.32,0.198,0.167,0.0,1.0,0.429,3.0,3.0,144.0,3,2,1,1,3,2,1,59.32
274,Mami,83.59,0.279,0.254,0.001,1.0,0.583,5.0,10.0,142.0,1,5,0,1,1,5,0,83.59
289,Provenance,74.02,0.247,0.257,0.0,2.333,0.482,4.333,2.333,133.667,12,17,1,3,9,9,0,74.02
292,FeyFey,64.66,0.216,0.17,0.0,0.0,0.48,1.0,1.0,147.0,7,11,0,1,0,6,0,64.66
311,beautiful,79.97,0.267,0.226,0.001,0.0,0.576,7.0,3.0,133.0,0,6,0,1,0,6,0,79.97
318,Nephirea,69.1,0.23,0.298,0.0,1.0,0.388,2.0,8.0,188.0,5,6,1,1,2,3,1,69.1
335,xeyz,57.39,0.191,0.168,0.0,3.0,0.407,3.0,0.5,143.0,8,2,2,2,8,2,2,57.39
336,fiftypercentweeb,77.04,0.257,0.24,0.0,0.0,0.532,3.0,4.0,121.0,3,3,0,1,3,3,0,77.04
338,ranny,37.1,0.124,0.105,0.0,7.0,0.268,1.0,0.0,153.0,3,3,0,1,3,3,0,37.1
347,Selaph,82.86,0.276,0.351,0.001,0.0,0.471,7.5,5.5,162.0,13,4,1,2,9,2,1,82.86
348,Heleos,73.42,0.245,0.195,0.001,1.0,0.542,3.0,5.0,123.0,3,3,0,1,3,3,0,73.42
353,Solosion,77.19,0.257,0.247,0.001,0.5,0.525,3.5,0.5,85.5,10,5,1,2,6,3,1,77.19
357,chommy,63.24,0.211,0.178,0.0,0.0,0.456,2.0,2.5,149.0,13,9,2,2,7,3,2,63.24
379,CipherKai,77.37,0.258,0.274,0.0,0.0,0.498,4.0,6.0,135.0,5,1,0,1,5,1,0,77.37
391,rinshantsumo,55.07,0.184,0.06,0.0,2.0,0.5,1.0,0.0,133.0,0,6,0,1,0,6,0,55.07
394,Komari,91.81,0.306,0.311,0.002,0.333,0.604,8.667,6.667,122.0,8,6,2,3,8,6,2,91.81
399,ElJuanchi,59.47,0.198,0.146,0.0,0.0,0.453,2.333,2.333,116.667,10,11,1,3,7,8,1,59.47
405,anicomi,54.65,0.182,0.122,0.001,0.0,0.429,1.0,1.0,82.0,0,3,1,1,0,3,1,54.65
417,YellowRose,82.74,0.276,0.211,0.002,0.0,0.619,9.0,6.0,142.0,3,3,0,1,3,3,0,82.74
418,Bai,137.28,0.458,0.74,0.004,0.0,0.607,23.0,43.0,181.0,2,4,0,1,2,4,0,137.28
419,Keysha,44.52,0.148,0.106,0.0,0.0,0.343,1.0,1.0,142.0,3,3,0,1,3,3,0,44.52
430,HaruUrara,91.25,0.304,0.315,0.001,0.0,0.596,7.0,2.5,100.5,9,0,1,2,9,0,1,91.25
431,Luna,62.01,0.207,0.178,0.0,0.5,0.444,3.0,2.167,123.333,23,11,4,6,20,9,3,62.01
441,Dav1d,60.9,0.203,0.147,0.0,1.0,0.466,1.0,2.0,156.0,1,3,2,1,1,3,2,60.9
453,RyoutaVN,70.13,0.234,0.195,0.001,0.333,0.509,4.667,3.333,140.0,8,10,0,3,8,10,0,70.13
505,MaikaSasaki,81.78,0.273,0.247,0.001,0.0,0.572,4.333,3.667,95.333,7,5,2,3,7,5,2,81.78
520,konomi,78.0,0.26,0.343,0.0,2.0,0.431,6.0,3.0,181.0,2,4,0,1,2,4,0,78.0
